index,price,production_year,size,color,material,acc_included,condition_ext,other_defects,has_smell,has_chain,has_logo,has_quilts,bag_style,brand
1046,2492,2000-2010,small,red,fabric,3,good,0,0,0,0,0,flap_bag,Chanel
1047,2492,2000-2010,small,white,caviar,3,used,0,0,1,1,0,shoulder_bag,Chanel
1050,2306,2000-2010,small,black,fabric,1,used,0,0,1,1,1,shoulder_bag,Chanel
1051,2492,1980s,small,black,lambskin,2,used,0,0,0,1,0,clutch,Chanel
1052,4631,1980s,small,black,lambskin,3,used,0,0,1,1,1,hand_bag,Chanel
1053,3050,1990s,medium,black,caviar,3,used,0,0,0,1,0,hand_bag,Chanel
1055,2771,1980s,small,black,fabric,1,used,0,0,0,0,1,flap_bag,Chanel
1056,2492,1980s,small,black,fabric,3,used,0,0,1,1,1,shoulder_bag,Chanel
1057,2771,2000-2010,small,blue,lambskin,2,used,0,0,1,1,1,shoulder_bag,Chanel
1058,5561,2000-2010,small,beige,caviar,5,used,0,1,0,0,1,flap_bag,Chanel
1059,3422,1990s,small,blue,lambskin,1,used,0,0,0,0,1,flap_bag,Chanel
1060,3701,1980s,small,black,lambskin,3,used,0,0,0,1,1,waist_bag,Chanel
1061,2120,2000-2010,large,black,caviar,1,used,0,0,1,1,0,tote,Chanel
1062,3236,1980s,small,black,exotic,3,used,0,0,1,1,1,shoulder_bag,Chanel
1063,3236,2000-2010,small,black,fabric,5,used,0,0,1,0,1,shoulder_bag,Chanel
1064,2492,2000-2010,small,red,lambskin,3,used,1,0,1,1,0,mini bag,Chanel
1065,5561,2000-2010,large,black,fabric,4,used,0,0,1,1,0,backpack,Chanel
1066,3422,1990s,small,metallic,lambskin,1,used,0,0,0,1,1,crossbody,Chanel
1067,3422,1990s,small,metallic,lambskin,1,used,0,0,1,1,1,shoulder_bag,Chanel
1068,5561,2000-2010,small,red,caviar,2,used,0,0,1,0,1,shoulder_bag,Chanel
1070,3236,2000-2010,medium,black,lambskin,1,used,0,0,0,0,0,flap_bag,Chanel
1072,3236,2000-2010,small,black,lambskin,3,used,0,0,0,1,1,waist_bag,Chanel
1073,4259,2000-2010,small,black,synthetic,5,used,0,0,1,1,0,shoulder_bag,Chanel
1074,3236,2000-2010,large,black,lambskin,1,used,0,1,0,0,1,flap_bag,Chanel
1075,3422,1980s,small,metallic,lambskin,1,good,0,0,0,0,1,flap_bag,Chanel
1077,4631,1990s,small,metallic,lambskin,3,good,0,0,0,1,1,clutch,Chanel
1078,2492,1980s,small,red,caviar,1,used,0,0,0,1,0,clutch,Chanel
1080,3701,1980s,small,black,fabric,2,used,0,1,0,0,1,flap_bag,Chanel
1081,3701,1990s,small,black,lambskin,4,good,0,0,1,0,0,flap_bag,Chanel
1082,4631,1980s,small,black,exotic,2,used,0,0,1,0,1,shoulder_bag,Chanel
1083,3422,1980s,small,black,fabric,2,used,0,1,1,0,1,shoulder_bag,Chanel
1084,2306,2000-2010,small,blue,caviar,1,used,0,0,0,1,0,shoulder_bag,Chanel
1085,3050,2000-2010,small,black,fabric,3,used,0,1,0,0,1,shoulder_bag,Chanel
1086,2492,2000-2010,small,red,lambskin,3,used,0,0,0,1,0,shoulder_bag,Chanel
1087,1841,2000-2010,small,white,lambskin,1,used,0,0,0,1,0,shoulder_bag,Chanel
1088,2492,1980s,small,red,lambskin,3,used,0,0,1,1,1,shoulder_bag,Chanel
1089,5561,2000-2010,xlarge,beige,lambskin,2,used,0,0,0,1,1,backpack,Chanel
1090,3422,1980s,small,red,lambskin,2,used,1,1,1,0,1,shoulder_bag,Chanel
1092,2771,2000-2010,small,black,lambskin,5,good,0,0,0,0,0,flap_bag,Chanel
1093,1841,1980s,small,blue,fabric,2,used,0,0,0,1,1,crossbody,Chanel
1094,2492,1980s,small,black,fabric,2,good,0,1,1,1,1,shoulder_bag,Chanel
1095,1841,2000-2010,small,blue,fabric,2,used,0,0,0,0,0,crossbody,Chanel
1096,3980,2000-2010,large,black,lambskin,1,used,0,0,1,1,1,vanity_case,Chanel
1099,1841,1980s,small,blue,fabric,2,used,0,1,1,1,1,shoulder_bag,Chanel
1100,2306,1980s,small,black,fabric,2,used,0,0,1,0,1,shoulder_bag,Chanel
1102,3236,1980s,small,black,lambskin,3,used,0,0,0,1,1,waist_bag,Chanel
1103,2771,1990s,small,black,caviar,1,used,0,1,0,1,0,vanity_case,Chanel
1104,2771,2000-2010,small,metallic,lambskin,2,used,0,0,1,0,0,shoulder_bag,Chanel
1105,3236,1980s,small,metallic,lambskin,4,used,1,0,1,1,1,shoulder_bag,Chanel
1107,2771,2000-2010,medium,black,caviar,1,used,0,0,1,1,1,shoulder_bag,Chanel
1109,3050,1990s,small,metallic,lambskin,5,used,0,0,0,1,0,clutch,Chanel
1112,1841,2000-2010,small,pink,caviar,4,used,0,0,0,1,0,vanity_case,Chanel
1113,3980,2000-2010,small,black,synthetic,3,used,0,0,1,1,0,shoulder_bag,Chanel
1115,2492,2000-2010,small,pink,fabric,2,good,0,0,0,0,1,flap_bag,Chanel
1116,2771,2000-2010,small,black,lambskin,4,used,0,0,0,0,0,flap_bag,Chanel
1117,2771,1980s,small,black,lambskin,4,used,0,0,1,1,1,shoulder_bag,Chanel
1118,1841,2000-2010,small,pink,caviar,3,used,0,1,0,1,0,vanity_case,Chanel
1120,3236,2000-2010,medium,black,caviar,4,used,0,0,0,1,1,hand_bag,Chanel
1122,3236,2000-2010,small,black,caviar,3,used,0,1,1,1,0,shoulder_bag,Chanel
1123,2492,2000-2010,small,pink,tweed,2,used,0,0,0,0,1,flap_bag,Chanel
1124,2492,2000-2010,small,brown,fabric,2,used,0,1,1,1,1,shoulder_bag,Chanel
1125,2492,1980s,small,red,lambskin,3,used,0,0,1,1,1,shoulder_bag,Chanel
1126,2306,1990s,mini,red,caviar,3,used,0,0,1,1,0,shoulder_bag,Chanel
1127,5096,2000-2010,small,beige,caviar,1,used,0,0,0,0,1,flap_bag,Chanel
1128,3050,2000-2010,small,black,lambskin,3,used,0,0,0,0,1,flap_bag,Chanel
1129,3701,1980s,small,metallic,lambskin,2,used,0,1,1,1,1,shoulder_bag,Chanel
1130,3236,2000-2010,medium,red,fabric,4,used,0,1,0,0,0,flap_bag,Chanel
1132,3980,1990s,small,black,caviar,1,used,0,0,0,1,1,hand_bag,Chanel
1133,1841,2000-2010,small,gray,suede,3,used,0,0,1,1,1,shoulder_bag,Chanel
1134,3701,2000-2010,small,metallic,lambskin,4,good,0,0,1,1,1,shoulder_bag,Chanel
1135,3701,2000-2010,small,red,caviar,3,used,0,0,1,1,0,shoulder_bag,Chanel
1136,3236,2000-2010,large,black,caviar,5,used,0,0,1,1,0,shoulder_bag,Chanel
1137,1562,2000-2010,medium,black,fabric,3,used,0,0,1,1,0,tote,Chanel
1138,5561,2000-2010,large,black,fabric,2,used,0,0,0,0,0,flap_bag,Chanel
1139,2120,1980s,small,brown,suede,2,used,0,0,1,1,0,shoulder_bag,Chanel
1140,4631,2000-2010,small,metallic,lambskin,5,good,0,0,1,1,1,shoulder_bag,Chanel
1141,3422,1980s,small,metallic,lambskin,3,used,0,0,1,1,1,shoulder_bag,Chanel
1142,3422,1980s,small,metallic,lambskin,2,good,0,0,0,0,1,flap_bag,Chanel
1144,3701,2000-2010,small,metallic,lambskin,3,good,0,0,1,1,1,shoulder_bag,Chanel
1145,2492,1980s,small,purple,suede,2,used,0,0,1,1,0,shoulder_bag,Chanel
1147,3236,1980s,medium,black,lambskin,2,used,0,0,1,0,1,shoulder_bag,Chanel
1148,3236,1980s,medium,black,lambskin,2,used,0,0,1,0,1,shoulder_bag,Chanel
1149,2771,1980s,small,black,lambskin,1,used,0,0,0,0,1,flap_bag,Chanel
1153,2771,1980s,small,red,lambskin,1,good,0,0,1,1,1,shoulder_bag,Chanel
1154,2492,1980s,small,black,lambskin,2,used,1,0,1,1,1,shoulder_bag,Chanel
1155,3701,2000-2010,small,black,caviar,2,used,0,1,1,1,0,shoulder_bag,Chanel
1157,5096,2000-2010,small,red,caviar,4,used,0,0,0,1,1,clutch,Chanel
1158,4259,2000-2010,large,black,caviar,3,used,0,0,1,1,0,backpack,Chanel
1159,2771,1990s,large,brown,fabric,1,used,0,0,0,1,0,tote,Chanel
1160,2120,2000-2010,xlarge,blue,fabric,3,used,0,0,0,1,0,hand_bag,Chanel
1161,4631,1980s,small,blue,fabric,2,good,0,0,1,1,1,shoulder_bag,Chanel
1162,3050,1980s,small,red,lambskin,3,used,0,0,1,1,1,shoulder_bag,Chanel
1163,3236,1990s,small,black,caviar,3,good,0,0,1,1,1,shoulder_bag,Chanel
1164,5561,1990s,small,black,caviar,3,good,0,0,1,1,1,shoulder_bag,Chanel
1165,3236,1990s,medium,black,lambskin,4,good,0,0,0,0,1,flap_bag,Chanel
1166,3236,2000-2010,small,black,caviar,2,used,1,0,0,1,1,clutch,Chanel
1168,4631,1980s,small,black,lambskin,1,good,0,0,1,1,1,hand_bag,Chanel
1169,4631,1980s,small,black,lambskin,1,good,0,0,1,1,1,hand_bag,Chanel
1170,2771,2000-2010,small,black,lambskin,2,good,0,0,0,0,1,flap_bag,Chanel
1171,3236,2000-2010,small,blue,lambskin,2,good,0,1,1,1,1,shoulder_bag,Chanel
1172,3236,1980s,small,black,lambskin,2,good,0,0,1,1,1,shoulder_bag,Chanel
1173,5561,2000-2010,small,black,caviar,5,good,0,0,0,0,1,flap_bag,Chanel
1174,3980,2000-2010,small,black,caviar,3,used,0,0,1,1,0,backpack,Chanel
1175,3980,2000-2010,small,black,caviar,2,used,0,0,1,1,0,backpack,Chanel
1176,2306,1990s,medium,orange,caviar,2,used,0,0,1,1,1,backpack,Chanel
1177,2120,1980s,small,pink,exotic,1,used,0,0,0,1,1,clutch,Chanel
1178,2120,1980s,small,purple,exotic,2,used,0,0,0,1,1,clutch,Chanel
1179,2492,1990s,medium,black,synthetic,1,good,0,0,0,0,1,hand_bag,Chanel
1180,1841,2000-2010,small,pink,caviar,2,good,0,0,0,1,0,vanity_case,Chanel
1181,1841,2000-2010,large,blue,lambskin,3,good,0,0,1,1,0,tote,Chanel
1182,3422,1980s,small,red,lambskin,3,used,0,1,1,0,1,shoulder_bag,Chanel
1184,2492,1980s,small,black,lambskin,2,good,0,0,1,1,1,shoulder_bag,Chanel
1185,2492,1980s,small,black,lambskin,3,good,0,0,1,1,1,shoulder_bag,Chanel
1186,2306,1980s,small,black,lambskin,2,good,0,0,1,1,1,shoulder_bag,Chanel
1187,3980,2000-2010,small,black,caviar,3,used,1,0,0,1,1,clutch,Chanel
1188,2771,2000-2010,small,black,fabric,1,used,0,0,1,1,1,shoulder_bag,Chanel
1189,2492,2000-2010,small,black,lambskin,3,good,0,0,1,1,1,shoulder_bag,Chanel
1190,3236,1990s,xlarge,black,lambskin,3,used,0,0,1,1,0,shoulder_bag,Chanel
1192,3980,2000-2010,small,black,lambskin,1,used,0,0,1,1,1,backpack,Chanel
1193,1562,2000-2010,mini,metallic,lambskin,1,used,0,0,0,1,1,hand_bag,Chanel
1194,1841,2000-2010,small,black,suede,2,used,0,0,1,1,1,shoulder_bag,Chanel
1195,1376,2000-2010,small,black,fabric,3,used,0,0,0,1,1,crossbody,Chanel
1196,3236,2000-2010,small,black,lambskin,2,used,0,1,1,1,0,shoulder_bag,Chanel
1197,3236,1990s,small,black,lambskin,3,good,0,0,0,0,1,flap_bag,Chanel
1198,3050,1980s,small,black,lambskin,1,used,0,0,1,1,1,shoulder_bag,Chanel
1199,2771,2000-2010,small,black,lambskin,2,good,0,0,0,0,1,flap_bag,Chanel
1200,2771,2000-2010,small,black,lambskin,3,used,0,0,0,1,1,clutch,Chanel
1201,2771,2000-2010,small,metallic,patent,2,used,0,0,1,0,1,vanity_case,Chanel
1202,1841,2000-2010,small,pink,caviar,4,used,0,1,0,1,0,vanity_case,Chanel
1203,2492,2000-2010,small,black,fabric,3,used,0,0,0,1,1,crossbody,Chanel
1204,3236,1980s,medium,black,lambskin,2,used,0,0,1,1,0,shoulder_bag,Chanel
1207,2306,1980s,small,black,caviar,2,used,1,0,1,1,0,shoulder_bag,Chanel
1208,3980,1980s,small,black,lambskin,2,used,0,0,1,1,1,hand_bag,Chanel
1209,3236,1980s,small,black,lambskin,3,used,0,0,1,1,0,shoulder_bag,Chanel
1210,2771,1980s,small,black,fabric,2,used,0,0,1,0,0,shoulder_bag,Chanel
1211,3050,1980s,small,black,lambskin,2,used,0,0,0,0,1,flap_bag,Chanel
1214,2306,2000-2010,small,black,lambskin,1,used,0,0,0,0,1,flap_bag,Chanel
1215,3236,2000-2010,xlarge,black,lambskin,2,used,0,0,1,0,0,shoulder_bag,Chanel
1216,3236,2000-2010,xlarge,black,lambskin,2,used,0,0,1,0,0,shoulder_bag,Chanel
1217,2492,1980s,small,black,lambskin,3,used,0,0,1,1,0,shoulder_bag,Chanel
1218,2492,1990s,small,black,fabric,2,used,0,0,1,1,0,shoulder_bag,Chanel
1219,3236,2000-2010,small,metallic,lambskin,5,used,0,1,1,1,1,shoulder_bag,Chanel
1220,3422,2000-2010,small,red,caviar,5,used,0,0,1,1,0,shoulder_bag,Chanel
1221,3422,2000-2010,small,red,caviar,1,used,0,0,1,0,1,shoulder_bag,Chanel
1222,5561,2000-2010,small,white,caviar,2,used,0,0,1,0,1,shoulder_bag,Chanel
1223,3701,2000-2010,medium,black,caviar,1,used,0,0,0,0,0,flap_bag,Chanel
1224,3701,1990s,small,black,caviar,4,used,0,1,1,1,0,backpack,Chanel
1225,5561,1990s,large,black,caviar,3,used,0,0,1,1,0,backpack,Chanel
1226,5561,2000-2010,small,black,caviar,3,used,0,0,1,0,1,shoulder_bag,Chanel
1227,2306,1980s,small,black,exotic,4,used,0,0,1,1,0,shoulder_bag,Chanel
1228,3236,1980s,small,blue,lambskin,1,used,0,0,1,1,1,waist_bag,Chanel
1229,3422,1990s,medium,black,lambskin,3,used,0,0,0,0,1,flap_bag,Chanel
1230,1841,2000-2010,large,black,patent,1,used,0,0,0,0,0,tote,Chanel
1231,4631,2000-2010,small,black,caviar,3,used,0,0,0,1,1,waist_bag,Chanel
1232,3701,2000-2010,small,red,exotic,5,used,0,0,1,0,1,shoulder_bag,Chanel
1233,3422,1980s,small,gray,exotic,2,used,0,0,1,1,0,shoulder_bag,Chanel
1234,2492,2000-2010,large,black,lambskin,3,used,0,0,1,1,0,shoulder_bag,Chanel
1235,2306,1990s,small,black,fabric,1,used,0,0,1,1,0,shoulder_bag,Chanel
1236,2492,1980s,small,black,fabric,2,used,0,1,1,1,1,shoulder_bag,Chanel
1237,3701,2000-2010,medium,black,caviar,4,used,0,0,0,0,0,flap_bag,Chanel
1238,3701,2000-2010,small,black,caviar,1,used,0,0,1,1,0,shoulder_bag,Chanel
1239,3701,2000-2010,small,black,lambskin,3,used,0,0,0,0,1,flap_bag,Chanel
1240,3236,1990s,small,metallic,lambskin,1,good,0,0,0,0,1,flap_bag,Chanel
1241,3050,1980s,small,black,lambskin,1,good,0,0,0,0,1,flap_bag,Chanel
1242,3701,1980s,small,red,lambskin,1,used,0,0,1,0,1,shoulder_bag,Chanel
1243,4631,2000-2010,small,black,fabric,4,used,0,0,1,1,0,shoulder_bag,Chanel
1245,2771,1980s,small,black,fabric,2,used,0,1,1,0,1,shoulder_bag,Chanel
1246,2306,1980s,small,black,fabric,2,used,0,0,1,0,1,shoulder_bag,Chanel
1249,3422,1990s,small,black,lambskin,1,used,0,0,0,0,1,flap_bag,Chanel
1251,2771,2000-2010,small,black,caviar,2,used,0,0,1,1,0,shoulder_bag,Chanel
1252,3236,1990s,medium,black,lambskin,3,used,0,0,0,0,1,flap_bag,Chanel
1253,2306,2000-2010,small,black,patent,3,used,0,0,0,0,0,clutch,Chanel
1255,3236,2000-2010,small,black,lambskin,2,used,0,0,0,0,0,flap_bag,Chanel
1256,2306,2000-2010,small,black,lambskin,2,used,0,0,1,1,1,shoulder_bag,Chanel
1257,1841,2000-2010,large,black,patent,3,used,0,0,0,0,0,tote,Chanel
1258,3236,1990s,small,black,lambskin,4,good,0,0,0,0,1,flap_bag,Chanel
1259,3236,1990s,small,black,lambskin,4,good,0,0,0,0,1,flap_bag,Chanel
1260,2306,1980s,small,black,lambskin,4,used,1,0,1,1,0,shoulder_bag,Chanel
1262,2492,2000-2010,small,green,caviar,2,used,0,0,0,1,0,shoulder_bag,Chanel
1263,2771,1980s,small,black,lambskin,1,used,0,0,0,1,1,clutch,Chanel
1264,3050,1990s,small,black,fabric,1,good,0,0,1,1,1,shoulder_bag,Chanel
1265,5561,1990s,xlarge,blue,fabric,3,used,0,0,1,0,0,shoulder_bag,Chanel
1266,3980,2000-2010,small,black,synthetic,2,used,0,0,1,1,0,shoulder_bag,Chanel
1268,911,1990s,small,black,fabric,2,used,0,1,0,0,0,clutch,Chanel
1269,2492,1990s,small,black,caviar,3,used,0,0,1,1,0,shoulder_bag,Chanel
1270,3701,1990s,large,brown,lambskin,2,used,0,0,0,1,0,hand_bag,Chanel
1271,1841,2000-2010,small,pink,caviar,3,used,0,0,0,1,0,vanity_case,Chanel
1274,3701,2000-2010,small,black,fabric,3,used,0,0,1,1,0,shoulder_bag,Chanel
1275,3701,2000-2010,small,metallic,lambskin,4,used,0,1,1,0,0,shoulder_bag,Chanel
1276,3701,1980s,small,blue,lambskin,5,used,0,0,1,1,0,shoulder_bag,Chanel
1277,2771,1980s,small,black,lambskin,3,used,0,0,1,1,0,shoulder_bag,Chanel
1278,1562,2000-2010,small,black,fabric,2,used,0,0,0,1,0,crossbody,Chanel
1279,3422,2000-2010,small,black,lambskin,3,used,0,0,0,0,1,flap_bag,Chanel
1280,5561,2000-2010,small,black,caviar,5,used,0,0,1,0,1,shoulder_bag,Chanel
1282,3422,1980s,small,metallic,lambskin,2,used,0,0,0,0,1,flap_bag,Chanel
1283,3236,1990s,small,metallic,lambskin,1,used,0,0,1,1,1,shoulder_bag,Chanel
1284,2771,1980s,small,metallic,lambskin,2,used,0,0,1,1,1,shoulder_bag,Chanel
1285,5561,2000-2010,small,white,caviar,4,used,0,0,0,1,1,waist_bag,Chanel
1286,4259,2000-2010,small,black,caviar,3,used,0,0,0,1,1,waist_bag,Chanel
1288,2771,1990s,small,brown,lambskin,1,used,0,0,0,1,0,shoulder_bag,Chanel
1289,3236,2000-2010,small,black,lambskin,3,used,0,0,0,0,0,flap_bag,Chanel
1290,3422,1990s,small,black,lambskin,4,used,0,0,0,0,1,flap_bag,Chanel
1291,3701,1990s,medium,black,lambskin,3,used,0,0,0,0,1,flap_bag,Chanel
1292,2492,1980s,small,black,lambskin,2,used,0,0,1,1,1,shoulder_bag,Chanel
1293,2771,1980s,small,black,lambskin,2,used,0,0,1,1,1,shoulder_bag,Chanel
1294,3050,2000-2010,small,black,lambskin,1,good,0,0,1,1,1,shoulder_bag,Chanel
1295,2492,2000-2010,small,black,lambskin,2,used,0,1,1,1,1,shoulder_bag,Chanel
1296,2492,2000-2010,small,black,lambskin,2,used,0,0,0,0,1,flap_bag,Chanel
1297,2492,2000-2010,small,black,lambskin,4,used,0,0,1,1,1,shoulder_bag,Chanel
1298,3422,1990s,small,black,lambskin,4,used,0,0,0,0,1,flap_bag,Chanel
1299,2771,2000-2010,medium,brown,lambskin,3,used,0,0,1,1,1,shoulder_bag,Chanel
1300,3701,1990s,small,black,lambskin,2,used,0,0,0,1,0,shoulder_bag,Chanel
1301,3236,1990s,small,metallic,lambskin,1,used,0,0,1,1,0,shoulder_bag,Chanel
1303,2306,2000-2010,medium,beige,caviar,4,used,0,0,1,1,0,shoulder_bag,Chanel
1304,2492,2000-2010,small,green,caviar,2,good,0,0,1,1,0,shoulder_bag,Chanel
1305,3236,1990s,medium,black,caviar,3,good,0,0,0,0,1,flap_bag,Chanel
1306,3701,1990s,medium,black,lambskin,1,used,0,0,0,0,1,flap_bag,Chanel
1307,3236,1990s,large,black,lambskin,1,used,0,0,0,0,1,flap_bag,Chanel
1309,370,2000-2010,small,blue,synthetic,4,good,0,0,0,1,0,clutch,Chanel
1311,1841,2000-2010,small,black,fabric,2,used,0,0,1,1,0,shoulder_bag,Chanel
1312,3422,1990s,medium,black,caviar,4,used,0,0,0,0,1,flap_bag,Chanel
1313,2771,1980s,small,blue,lambskin,2,used,0,0,1,1,1,shoulder_bag,Chanel
1316,2306,2000-2010,small,pink,lambskin,4,used,0,0,1,1,1,hand_bag,Chanel
1317,3980,1990s,medium,black,caviar,4,used,0,1,0,1,1,hand_bag,Chanel
1318,3980,2000-2010,small,black,lambskin,2,used,0,1,1,1,1,backpack,Chanel
1321,3701,2000-2010,small,blue,fabric,3,used,0,0,1,1,1,shoulder_bag,Chanel
1322,4631,2000-2010,small,black,fabric,2,used,0,0,1,1,0,shoulder_bag,Chanel
1323,1562,2000-2010,small,black,fabric,4,used,0,0,1,1,0,shoulder_bag,Chanel
1324,3980,1990s,small,black,caviar,1,used,0,0,0,1,1,hand_bag,Chanel
1325,2492,1990s,small,black,caviar,4,used,0,0,0,1,0,hand_bag,Chanel
1326,3701,1990s,medium,black,lambskin,2,used,0,1,0,0,1,flap_bag,Chanel
1327,3422,1980s,small,black,fabric,1,used,0,1,1,1,1,shoulder_bag,Chanel
1328,1376,2000-2010,medium,brown,suede,5,used,0,0,1,1,0,shoulder_bag,Chanel
1329,2306,2000-2010,small,black,lambskin,4,used,0,0,0,0,0,flap_bag,Chanel
1330,5561,2000-2010,medium,black,tweed,1,used,0,0,0,1,1,hand_bag,Chanel
1331,3701,2000-2010,small,pink,caviar,3,used,0,0,1,1,0,shoulder_bag,Chanel
1332,3236,1980s,medium,black,lambskin,3,used,1,0,1,1,0,shoulder_bag,Chanel
1334,2492,1980s,small,black,lambskin,2,used,0,1,1,1,1,shoulder_bag,Chanel
1335,4259,2000-2010,small,black,caviar,3,used,0,0,0,0,1,flap_bag,Chanel
1336,1562,2000-2010,small,beige,lambskin,2,used,0,0,1,1,0,shoulder_bag,Chanel
1338,2120,2000-2010,small,blue,fabric,5,good,0,0,0,1,0,crossbody,Chanel
1340,3701,1990s,medium,black,lambskin,4,used,0,0,0,0,1,flap_bag,Chanel
1341,1841,2000-2010,large,black,caviar,1,good,0,0,1,1,0,tote,Chanel
1342,1841,1980s,small,beige,lambskin,1,used,0,1,1,1,1,waist_bag,Chanel
1343,3050,1980s,small,black,lambskin,3,used,0,0,1,1,1,shoulder_bag,Chanel
1344,3050,2000-2010,small,black,lambskin,5,used,0,0,1,1,1,shoulder_bag,Chanel
1345,4631,1990s,small,brown,caviar,2,used,0,0,1,0,1,flap_bag,Chanel
1346,2306,1980s,medium,blue,fabric,3,used,0,0,1,0,1,shoulder_bag,Chanel
1347,4631,2000-2010,medium,black,caviar,5,used,0,0,0,0,1,flap_bag,Chanel
1348,1562,1990s,medium,black,caviar,1,good,0,0,0,1,1,shoulder_bag,Chanel
1350,2120,2000-2010,small,blue,lambskin,1,used,0,0,1,1,1,shoulder_bag,Chanel
1351,2492,1980s,small,pink,lambskin,2,used,0,0,1,1,1,shoulder_bag,Chanel
1352,1841,1980s,small,pink,fabric,2,used,0,0,1,1,1,shoulder_bag,Chanel
1353,3050,1980s,small,black,fabric,1,used,0,1,0,0,0,flap_bag,Chanel
1355,2120,1990s,medium,brown,caviar,2,used,0,0,0,1,0,vanity_case,Chanel
1356,2306,2000-2010,xlarge,black,caviar,2,used,0,0,0,1,0,hand_bag,Chanel
1357,3422,2000-2010,small,black,fabric,3,used,0,0,1,1,1,shoulder_bag,Chanel
1358,3980,2000-2010,small,beige,caviar,2,good,0,0,0,0,1,flap_bag,Chanel
1359,3050,2000-2010,medium,black,caviar,5,good,0,0,1,1,0,shoulder_bag,Chanel
1360,2120,2000-2010,small,black,lambskin,4,used,0,0,0,1,1,hand_bag,Chanel
1361,3050,2000-2010,medium,black,lambskin,5,used,0,0,0,1,1,shoulder_bag,Chanel
1362,2492,1980s,small,black,lambskin,2,good,0,0,1,1,1,shoulder_bag,Chanel
1363,2492,1980s,small,black,lambskin,1,good,0,0,1,1,1,shoulder_bag,Chanel
1364,5561,2000-2010,small,black,caviar,3,good,0,1,1,1,1,shoulder_bag,Chanel
1365,3422,2000-2010,xlarge,black,caviar,2,used,0,0,1,1,0,shoulder_bag,Chanel
1366,3236,2000-2010,xlarge,black,caviar,2,used,0,1,1,1,0,shoulder_bag,Chanel
1367,3236,1980s,medium,black,lambskin,3,used,0,0,1,1,1,shoulder_bag,Chanel
1368,2306,2000-2010,small,black,lambskin,5,used,0,0,1,1,0,shoulder_bag,Chanel
1369,2771,1980s,small,red,caviar,4,used,0,0,1,1,0,shoulder_bag,Chanel
1370,3701,2000-2010,large,black,lambskin,3,used,0,0,0,0,1,flap_bag,Chanel
1371,3050,1980s,small,black,lambskin,3,used,0,0,1,1,1,shoulder_bag,Chanel
1372,5561,2000-2010,small,beige,caviar,3,good,0,0,0,0,1,flap_bag,Chanel
1374,2306,1980s,small,black,lambskin,2,good,0,0,1,1,1,shoulder_bag,Chanel
1375,2306,2000-2010,small,black,lambskin,3,used,0,0,1,1,1,shoulder_bag,Chanel
1376,3701,1990s,large,black,caviar,5,used,0,1,1,1,0,backpack,Chanel
1377,2306,1990s,small,black,fabric,2,used,0,0,0,1,1,hand_bag,Chanel
1378,5561,1990s,medium,blue,fabric,2,used,0,0,0,1,0,hand_bag,Chanel
1379,2492,2000-2010,small,black,lambskin,1,used,0,0,1,1,1,shoulder_bag,Chanel
1381,1004,1990s,small,black,lambskin,3,used,0,0,0,1,1,clutch,Chanel
1382,742,1980s,small,black,lambskin,3,used,0,0,0,1,1,clutch,Chanel
1383,742,2000-2010,small,black,caviar,2,used,0,1,0,1,0,clutch,Chanel
1384,3236,1990s,small,black,lambskin,2,used,0,1,0,0,1,flap_bag,Chanel
1385,2771,1980s,small,black,lambskin,2,used,0,0,0,0,1,flap_bag,Chanel
1386,3422,1980s,medium,red,lambskin,2,used,0,1,1,1,1,shoulder_bag,Chanel
1387,2306,1990s,small,blue,fabric,4,good,0,0,0,1,0,vanity_case,Chanel
1388,3050,1980s,small,purple,lambskin,2,used,0,0,1,1,1,shoulder_bag,Chanel
1389,2771,2000-2010,small,brown,lambskin,1,good,0,0,1,1,1,shoulder_bag,Chanel
1390,3236,1990s,small,blue,fabric,2,used,0,0,0,1,1,hand_bag,Chanel
1391,1841,2000-2010,medium,black,caviar,1,good,0,0,0,1,1,shoulder_bag,Chanel
1392,5561,1990s,small,black,caviar,2,good,0,0,1,1,1,shoulder_bag,Chanel
1394,2492,1980s,small,blue,lambskin,3,good,0,0,1,1,1,shoulder_bag,Chanel
1395,2771,2000-2010,small,brown,lambskin,1,good,0,0,1,1,1,shoulder_bag,Chanel
1397,5561,2000-2010,small,black,caviar,4,good,0,0,0,0,1,flap_bag,Chanel
1398,3050,2000-2010,small,black,fabric,4,good,0,1,0,0,1,flap_bag,Chanel
1399,3980,2000-2010,large,black,caviar,5,used,0,0,1,1,0,backpack,Chanel
1400,3980,1990s,small,black,caviar,4,used,0,0,0,1,0,hand_bag,Chanel
1401,2585,2000-2010,medium,black,caviar,2,used,0,1,0,0,1,flap_bag,Chanel
1402,2492,1980s,small,black,lambskin,2,used,0,0,1,1,1,shoulder_bag,Chanel
1403,3422,2000-2010,small,black,caviar,4,used,0,1,1,1,0,shoulder_bag,Chanel
1404,1841,2000-2010,small,blue,lambskin,2,good,0,0,0,1,0,crossbody,Chanel
1405,2771,2000-2010,small,blue,fabric,2,used,0,0,1,1,1,shoulder_bag,Chanel
1406,3422,2000-2010,small,brown,fabric,1,used,0,0,1,1,1,shoulder_bag,Chanel
1407,2306,1980s,small,black,lambskin,2,used,0,0,1,1,1,shoulder_bag,Chanel
1408,2120,2000-2010,small,black,lambskin,2,used,0,0,1,1,0,shoulder_bag,Chanel
