productname,brand,price,pagelink,condition,conditiondetails,exteriorcolor,exteriormaterial,hardware,accessories,brandcode,measurements,itemnr,claircode
Boy Flap Bag Quilted Lambskin Old Medium,Chanel,"
            $4,575
        ",/collections/chanel/products/handbags-chanel-boy-flap-bag-quilted-lambskin-old-medium564781,Very good,". Stain in interior. Minor wear and discoloration on base and flap corners, scuffs on base and underneath flap, scratches on hardware.",Gray,Leather,Silver,No Accessories,24732351,"Handle Drop 12&quot;, Height 6&quot;, Width 10&quot;, Depth 3&quot;, Strap Drop 20&quot;",56478/1,HB.CH.BF.QULA.OM 
Naked Flap Bag PVC Medium,Chanel,"
            $2,105
        ",/collections/chanel/products/handbags-chanel-naked-flap-bag-pvc-medium560854,Very good,". Moderate creasing on exterior, small glue stains on front base corner, minor wear in interior, scratches on hardware.",Clear,Pvc,Silver,"Box, Authenticity Card, Dust Bag",11269080,"Handle Drop 9&quot;, Height 7&quot;, Width 11&quot;, Depth 3&quot;, Strap Drop 16&quot;",56085/4,HB.CH.NAKF.PVC.ME 
Cuba La Habana Chain Hobo Sequin Embellished Canvas Medium,Chanel,"
            $2,130
        ",/collections/chanel/products/handbags-chanel-cuba-la-habana-chain-hobo-sequin-embellished-canvas-medium562501,Excellent,". Minimal wear on exterior and in interior, scratches on hardware.","Blue, Green, Red, White","Canvas (Plain), Sequins",Aged Silver,Authenticity Card,23597182,"Handle Drop 11&quot;, Height 12&quot;, Width 12&quot;, Depth 3&quot;",56250/1,HB.CH.CBCH.SECV.ME 
Doudoune Backpack Embossed Nylon Medium,Chanel,"
            $2,890
        ",/collections/chanel/products/handbags-chanel-doudoune-backpack-embossed-nylon-medium55906137,Excellent,". Minimal wear in interior, faint scratches on hardware.",Silver,Nylon,Silver,Authenticity Card,24992188,"Handle Drop 2&quot;, Height 16&quot;, Width 11.5&quot;, Depth 5&quot;, Strap Drop 9-15&quot;",55906/137,HB.CH.DDBP.EBNY.ME 
La Pausa Backpack Printed Canvas Medium,Chanel,"
            $2,415
        ",/collections/chanel/products/handbags-chanel-la-pausa-backpack-printed-canvas-medium55174149,Excellent,". Slight darkening and wear on base corners, scratches on hardware.","Blue, Multicolor, Print",Canvas Plain,Silver,"Dust Bag, Authenticity Card",27038057,"Handle Drop 3.5&quot;, Height 11&quot;, Width 9.5&quot;, Depth 3.5&quot;, Strap Drop 10.5-17&quot;",55174/149,HB.CH.LPBP.PRC.ME 
Flap Bag Multicolor Patchwork Jumbo,Chanel,"
            $3,660
        ",/collections/chanel/products/handbags-chanel-flap-bag-multicolor-patchwork-jumbo5611861,Excellent,". Minor wear on strap, light creasing and scuffs underneath flap, scratches on hardware.",Pink,Textile,Silver,Authenticity Card,23536538,"Handle Drop 11&quot;, Height 8&quot;, Width 12&quot;, Depth 4&quot;, Strap Drop 21&quot;",56118/61,HB.CH.FLBA.MUPA.JB 
Classic Double Flap Bag Quilted Caviar Jumbo,Chanel,"
            $6,055
        ",/collections/chanel/products/handbags-chanel-classic-double-flap-bag-quilted-caviar-jumbo563543,Great,". Minor wear on base and flap corners, small mark on flap, minor scuffs underneath interior flap. Small marks and wear in interior, scratches on hardware.",Neutral,Leather,Silver,No Accessories,17437526,"Handle Drop 13&quot;, Height 7&quot;, Width 11.5&quot;, Depth 3.5&quot;, Strap Drop 23&quot;",56354/3,HB.CH.CDFL.QCA.JB 
Triple Chain Fringe Flap Bag Denim,Chanel,"
            $2,080
        ",/collections/chanel/products/handbags-chanel-triple-chain-fringe-flap-bag-denim56247311,Great,". Minor discoloration on exterior trims and opening edges, scratches on hardware.",Blue,Denim,Gun Metal,Authenticity Card,10616957,"Handle Drop 9&quot;, Height 5.5&quot;, Width 9.5&quot;, Depth 2&quot;",56247/311,HB.CH.TRIF.DEN 
Half Moon Wallet on Chain Caviar,Chanel,"
            $2,200
        ",/collections/chanel/products/handbags-chanel-half-moon-wallet-on-chain-caviar564262,Great,". Light wear and discoloration on corners, creasing on exterior and underneath flat. Minor wear in interior, scratches on hardware.",Black,Leather,Silver,"Box, Dust Bag, Authenticity Card",15819106,"Height 5.5&quot;, Width 9.5&quot;, Depth 2&quot;, Strap Drop 24&quot;",56426/2,HB.CH.HMWOC.CAV 
Deauville Pouch Denim Medium,Chanel,"
            $1,080
        ",/collections/chanel/products/handbags-chanel-deauville-pouch-denim-medium56247302,Excellent,". Minimal wear on exterior, scratches on hardware.",Blue,Denim,Silver,"Box, Dust Bag, Authenticity Card",21877157,"Height 8.5&quot;, Width 11&quot;, Depth 1&quot;",56247/302,HB.CH.DVLP.DEN.ME 
CC Flap Bag Stitched Suede with Chain Detail Medium,Chanel,"
            $5,065
        ",/collections/chanel/products/handbags-chanel-cc-flap-bag-stitched-suede-with-chain-detail-medium563061,Great,". Light wear on exterior, faint scratches on hardware.",Brown,Suede,Gold Tone,"Authenticity Card, Dust Bag",29764256,"Handle Drop 11&quot;, Height 7&quot;, Width 11&quot;, Depth 4&quot;, Strap Drop 21&quot;",56306/1,HB.CH.CCFLA.STSC.ME 
Boy Flap Bag Quilted Caviar Old Medium,Chanel,"
            $6,185
        ",/collections/chanel/products/handbags-chanel-boy-flap-bag-quilted-caviar-old-medium5574823,Pristine,. Scratches on hardware.,Black,Leather,Aged Gold,"Box, Dust Bag",28993283,"Handle Drop 12&quot;, Height 6&quot;, Width 9.5&quot;, Depth 3&quot;, Strap Drop 20&quot;",55748/23,HB.CH.BF.QCA.OM 
Chain Handle Boy Flap Bag Quilted Calfskin New Medium,Chanel,"
            $4,495
        ",/collections/chanel/products/handbags-chanel-chain-handle-boy-flap-bag-quilted-calfskin-new-medium535171,Great,". Minor wear on exterior corners, handle and in interior, scratches on hardware.",Black,Leather,Aged Silver,No Accessories,23176700,"Handle Drop 4-13&quot;, Height 7&quot;, Width 11&quot;, Depth 3&quot;, Strap Drop 24&quot;",53517/1,HB.CH.CHDF.QLC.NEM 
O Case Clutch Quilted Caviar Large,Chanel,"
            $1,570
        ",/collections/chanel/products/handbags-chanel-o-case-clutch-quilted-caviar-large55906144,Excellent,". Light wear on base corners, scratches on hardware.",Black,Leather,Silver,"Authenticity Card, Dust Bag",20901701,"Height 9&quot;, Width 14&quot;, Depth 1&quot;",55906/144,HB.CH.OCC.QCA.LG 
Twisted Flap Bag Glazed Calfskin Medium,Chanel,"
            $2,235
        ",/collections/chanel/products/handbags-chanel-twisted-flap-bag-glazed-calfskin-medium55906132,Great,". Scuffs and minor creasing on exterior and underneath flap, minor wear in interior, scratches on hardware.",Black,Leather,Gun Metal,Authenticity Card,13654643,"Height 6.5&quot;, Width 10&quot;, Depth 2&quot;, Strap Drop 9-14&quot;",55906/132,HB.CH.TWFL.GZCF.ME 
Vintage Classic Double Flap Bag Quilted Lambskin Medium,Chanel,"
            $4,480
        ",/collections/chanel/products/handbags-chanel-vintage-classic-double-flap-bag-quilted-lambskin-medium5613868,Great,". Minor wear and discoloration on exterior and strap, scuffs underneath flap, indentations on interior flap, scratches on hardware.",Black,Leather,Gold,No Accessories,2726579,"Handle Drop 9&quot;, Height 6&quot;, Width 10&quot;, Depth 2.5&quot;, Strap Drop 16.5&quot;",56138/68,HB.CH.VCDFFL.QULA.ME 
Bi Classic Waist Bag Quilted Lambskin,Chanel,"
            $3,525
        ",/collections/chanel/products/handbags-chanel-bi-classic-waist-bag-quilted-lambskin5613718,Excellent,". Light wear on base corners and in interior, slight creasing on exterior, scratches on hardware.",Black,Leather,Gold Tone,"Box, Authenticity Card, Dust Bag",27422079,"Height 6&quot;, Width 12&quot;, Depth 2&quot;, Strap Drop 12-14&quot;",56137/18,HB.CH.BCWB.QULA 
Vintage Classic Double Flap Bag Quilted Lambskin Small,Chanel,"
            $4,240
        ",/collections/chanel/products/handbags-chanel-vintage-classic-double-flap-bag-quilted-lambskin-small5613869,Very good,". Wear, discoloration and indentations on exterior, scuffs and wear underneath flap and on interior flap. Scratches on hardware.",Black,Leather,Gold,Dust Bag,3685443,"Handle Drop 9&quot;, Height 5.5&quot;, Width 9&quot;, Depth 2.5&quot;, Strap Drop 16.5&quot;",56138/69,HB.CH.VCDFFL.QULA.SM 
Vintage Classic Double Flap Bag Quilted Lambskin Small,Chanel,"
            $4,240
        ",/collections/chanel/products/handbags-chanel-vintage-classic-double-flap-bag-quilted-lambskin-small5613878,Very good,". Creasing, scuffs and indentations on exterior, interior, underneath flap and on interior flap. Minimal wear in interior, scratches on hardware.",Black,Leather,Gold,No Accessories,3053964,"Handle Drop 10&quot;, Height 6&quot;, Width 9&quot;, Depth 2.5&quot;, Strap Drop 17&quot;",56138/78,HB.CH.VCDFFL.QULA.SM 
Vintage Classic Double Flap Bag Quilted Lambskin Small,Chanel,"
            $4,480
        ",/collections/chanel/products/handbags-chanel-vintage-classic-double-flap-bag-quilted-lambskin-small5613885,Great,". Creasing, scuffs and indentations on exterior, underneath flap and on interior flap. Minimal wear in interior, scratches on hardware.",Black,Leather,Gold,No Accessories,1457597,"Handle Drop 9.5&quot;, Height 6&quot;, Width 9&quot;, Depth 2.5&quot;, Strap Drop 17&quot;",56138/85,HB.CH.VCDFFL.QULA.SM 
Vintage Classic Double Flap Bag Quilted Lambskin Small,Chanel,"
            $4,240
        ",/collections/chanel/products/handbags-chanel-vintage-classic-double-flap-bag-quilted-lambskin-small5613889,Very good,". Scuffs, indentations, wear and discoloration on exterior, underneath flap and on interior flap. Light wear on base corners, scratches on hardware.",Black,Leather,Gold,No Accessories,5020985,"Handle Drop 10&quot;, Height 6&quot;, Width 9&quot;, Depth 2.5&quot;, Strap Drop 17.5&quot;",56138/89,HB.CH.VCDFFL.QULA.SM 
Coco Neige Shopping Tote Shearling with Quilted Nylon and Calfskin Large,Chanel,"
            $3,845
        ",/collections/chanel/products/handbags-chanel-coco-neige-shopping-tote-shearling-with-quilted-nylon-and-calfskin-large5624760,Excellent,". Minor wear on exterior, scratches on hardware.",Black,"Shearling, Nylon",Silver,"Authenticity Card, Dust Bag",26387591,"Handle Drop 4&quot;, Height 16&quot;, Width 12&quot;, Depth 8.5&quot;, Strap Drop 12&quot;",56247/60,HB.CH.CNSB.SHNC.LG 
Sport Line Zip Messenger Bag Printed Nylon Small,Chanel,"
            $1,745
        ",/collections/chanel/products/handbags-chanel-sport-line-zip-messenger-bag-printed-nylon-small5617418,Great,". Slight discoloration on strap and exterior, scratches on hardware.",Black,Nylon,,Authenticity Card,11806906,"Handle Drop 13-26&quot;, Height 10.5&quot;, Width 11&quot;, Depth 3&quot;",56174/18,HB.CH.SLZM.PRNY.SM 
Vintage Classic Double Flap Bag Quilted Caviar Small,Chanel,"
            $6,315
        ",/collections/chanel/products/handbags-chanel-vintage-classic-double-flap-bag-quilted-caviar-small5613890,Great,". Indentations on interior flap, light scuffs in interior, moderate splitting on interior zipper pull, scratches on hardware.",Black,Leather,Gold,Authenticity Card,7452171,"Handle Drop 10&quot;, Height 5.5&quot;, Width 9&quot;, Depth 2.5&quot;, Strap Drop 18&quot;",56138/90,HB.CH.VCDFFL.QCA.SM 
Shopping Tote Embellished Tweed Large,Chanel,"
            $1,660
        ",/collections/chanel/products/handbags-chanel-shopping-tote-embellished-tweed-large5617419,Great,". Missing embellishment on exterior, scratches on hardware.",Black,Tweed,Silver,Authenticity Card,24245138,"Handle Drop 13&quot;, Height 16&quot;, Width 14.5&quot;, Depth 1&quot;",56174/19,HB.CH.SPTO.EMTW.LG 
Vintage Twin Top Handle Flap Bag Quilted Patent Medium,Chanel,"
            $2,525
        ",/collections/chanel/products/handbags-chanel-vintage-twin-top-handle-flap-bag-quilted-patent-medium5624763,Good,". Minor wear on base corners, scuffs on exterior and in interior, loss of luster and wear on handle. Creasing and heavy scuffs underneath flap, scratches on hardware.",Black,Patent Leather,Gold,Authenticity Card,4880088,"Handle Drop 3.5&quot;, Height 5.5&quot;, Width 10&quot;, Depth 2.5&quot;",56247/63,HB.CH.VTWT.QPA.ME 
Shopping In Chains Tote Quilted Caviar Large,Chanel,"
            $4,370
        ",/collections/chanel/products/handbags-chanel-shopping-in-chains-tote-quilted-caviar-large56265109,Excellent,". Light wear on base corners, scratches on hardware.",Black,Leather,Aged Silver,Authenticity Card,21948949,"Handle Drop 11&quot;, Height 11.5&quot;, Width 12&quot;, Depth 6&quot;",56265/109,HB.CH.SICT.QCA.LG 
Cambon Tote Quilted Leather Large,Chanel,"
            $2,145
        ",/collections/chanel/products/handbags-chanel-cambon-tote-quilted-leather-large5626591,Great,". Odor in interior. Minor scuffs and wear on exterior, indentations on rear pocket, light wear in interior, scratches on hardware.",Black,Leather,Silver,Authenticity Card,13613006,"Handle Drop 8.5&quot;, Height 9.5&quot;, Width 11.5&quot;, Depth 6&quot;",56265/91,HB.CH.CT.QLE.LG 
Classic Single Flap Bag Quilted Tweed and Ribbon Medium,Chanel,"
            $4,855
        ",/collections/chanel/products/handbags-chanel-classic-single-flap-bag-quilted-tweed-and-ribbon-medium55906101,Excellent,". Minor discoloration on flap closure trim, scratches on hardware.","Pink, Silver, White",Tweed,Silver,"Dust Bag, Authenticity Card",26053724,"Handle Drop 9&quot;, Height 6&quot;, Width 10&quot;, Depth 2.5&quot;, Strap Drop 16&quot;",55906/101,HB.CH.CSF.QTRI.ME 
Vintage CC Chain Flap Bag Quilted Lambskin Medium,Chanel,"
            $3,460
        ",/collections/chanel/products/handbags-chanel-vintage-cc-chain-flap-bag-quilted-lambskin-medium56247242,Very good,". Moderate wear, discoloration, creasing and scuffs on exterior and underneath flap, small indentations on rear. Wear on strap, scratches on hardware.",Black,Leather,Gold,Pochette,1491703,"Handle Drop 9.5&quot;, Height 5.5&quot;, Width 9&quot;, Depth 2.5&quot;, Strap Drop 16&quot;",56247/242,HB.CH.VCCFB.QULA.ME 
Reissue Camera Bag Quilted Aged Calfskin East West,Chanel,"
            $2,885
        ",/collections/chanel/products/handbags-chanel-reissue-camera-bag-quilted-aged-calfskin-east-west562656,Excellent,". Creasing on exterior, scratches on hardware.",Black,Leather,Gold,No Accessories,26127473,"Handle Drop 9.5&quot;, Height 5.5&quot;, Width 10&quot;, Depth 3&quot;, Strap Drop 19&quot;",56265/6,HB.CH.CBRE.QAC.EW 
CC Open Chain Tote Quilted Calfskin Medium,Chanel,"
            $2,360
        ",/collections/chanel/products/handbags-chanel-cc-open-chain-tote-quilted-calfskin-medium56247312,Very good,". Moderate wear and discoloration on base and opening trim corners, creasing on exterior, scratches on hardware.",Black,Leather,Gold Tone,Authenticity Card,10617110,"Height 11.5&quot;, Width 13&quot;, Depth 1.5&quot;",56247/312,HB.CH.OTOP.QLC.ME 
Vintage Classic Double Flap Bag Quilted Lambskin Medium,Chanel,"
            $4,240
        ",/collections/chanel/products/handbags-chanel-vintage-classic-double-flap-bag-quilted-lambskin-medium5626578,Very good,". Wear, creasing, scuffs on exterior and underneath flap, moderate wear on strap. Indentations on interior flap, minor scuffs in interior, scratches on hardware.",Black,Leather,Gold,Authenticity Card,2600708,"Handle Drop 9&quot;, Height 6&quot;, Width 10&quot;, Depth 2.5&quot;, Strap Drop 17&quot;",56265/78,HB.CH.VCDFFL.QULA.ME 
Beach Tote Printed Terry Cloth Large,Chanel,"
            $1,575
        ",/collections/chanel/products/handbags-chanel-beach-tote-printed-terry-cloth-large5580771,Excellent,. Minimal wear on exterior and in interior.,Blue,Textile,,Towel,No code,"Handle Drop 8&quot;, Height 18&quot;, Width 17&quot;, Depth 4.5&quot;",55807/71,HB.CH.BITO.PRTC.LG 
Boy Flap Bag Quilted Studded Distressed Calfskin New Medium,Chanel,"
            $5,560
        ",/collections/chanel/products/handbags-chanel-boy-flap-bag-quilted-studded-distressed-calfskin-new-medium563546,Great,". Minor wear on base and flap corners and strap, light scuffs underneath flap, scratches on hardware.",Black,Leather,Aged Silver,"Box, Authenticity Card, Dust Bag",21422990,"Handle Drop 12.5&quot;, Height 7&quot;, Width 10.5&quot;, Depth 2.5&quot;, Strap Drop 20.5&quot;",56354/6,HB.CH.BF.QSDC.NEM 
Classic Single Flap Bag Sequins Small,Chanel,"
            $3,760
        ",/collections/chanel/products/handbags-chanel-classic-single-flap-bag-sequins-small5611888,Excellent,". Creasing on exterior and underneath flap, scratches on hardware.",Blue,Sequins,Gun Metal,"Authenticity Card, Dust Bag",23342420,"Handle Drop 12&quot;, Height 6&quot;, Width 9&quot;, Depth 3.5&quot;, Strap Drop 22&quot;",56118/88,HB.CH.CSF.SEQN.SM 
Duo Color Chain Clutch Quilted Glazed Calfskin Medium,Chanel,"
            $2,445
        ",/collections/chanel/products/handbags-chanel-duo-color-chain-clutch-quilted-glazed-calfskin-medium563611,Excellent,". Slight creasing on exterior, minor scuffs underneath closure flap, light wear in interior.",Black,Leather,Aged Silver,"Dust Bag, With Strap",19511151,"Height 6.5&quot;, Width 11.5&quot;, Depth 1&quot;, Strap Drop 22&quot;",56361/1,HB.CH.CCPLT.QGLC.ME 
Paris-Edinburgh Wallet on Chain Goat Hair with Quilted Distressed Leather,Chanel,"
            $1,535
        ",/collections/chanel/products/handbags-chanel-paris-edinburgh-wallet-on-chain-goat-hair-with-quilted-distressed-leather56118130,Great,". Stains on base and underneath flap, wear on base corners, indentations and scuffs underneath flap. Minor wear in interior, scratches on hardware.",Red,"Fur, Leather",Aged Silver,Authenticity Card,18194799,"Height 5&quot;, Width 8&quot;, Depth 1.5&quot;, Strap Drop 21&quot;",56118/130,HB.CH.MAWC.GFDL 
Timeless L-Yen Wallet Caviar Long,Chanel,"
            $660
        ",/collections/chanel/products/handbags-chanel-timeless-l-yen-wallet-caviar-long563869,Good,". Moderate creasing on exterior and in interior, wear and discoloration on corners, scratches on hardware.",Black,Leather,Silver,No Accessories,15553444,"Height 4.5&quot;, Width 7.5&quot;, Depth 1&quot;",56386/9,AC.CH.TLYW.CAV.LO 
Unlimited Drawstring Tote Embossed Leather Large,Chanel,"
            $1,470
        ",/collections/chanel/products/handbags-chanel-unlimited-drawstring-tote-embossed-leather-large5638610,Good,". Moderate wear and discoloration on base corners, creasing on exterior, scratches on hardware.",Black,Leather,Silver,Authenticity Card,12796598,"Handle Drop 8.5&quot;, Height 18&quot;, Width 17&quot;, Depth 4&quot;",56386/10,HB.CH.CODT.EML.LG 
Vintage Front Pocket Camera Bag Quilted Lambskin Large,Chanel,"
            $1,745
        ",/collections/chanel/products/handbags-chanel-vintage-front-pocket-camera-bag-quilted-lambskin-large5638611,Good,". Heavy wear and discoloration on corners, moderate creasing, scuffs and indentations on exterior and interior base, scratches on hardware.",Black,Leather,Gold,Authenticity Card,4877855,"Handle Drop 17&quot;, Height 10&quot;, Width 13.5&quot;, Depth 3.5&quot;",56386/11,HB.CH.VFPCB.QULA.LG 
Filigree Backpack Quilted Caviar Large,Chanel,"
            $6,070
        ",/collections/chanel/products/handbags-chanel-filigree-backpack-quilted-caviar-large564421,Excellent,". Wear and discoloration on strap ends, scuffs and creasing underneath flap, scratches on hardware.",Black,Leather,Gold,"Box, Dust Bag, Authenticity Card",26112152,"Handle Drop 3&quot;, Height 10&quot;, Width 8&quot;, Depth 5&quot;, Strap Drop 15&quot;",56442/1,HB.CH.FIBP.QCA.LG 
Up In The Air Tote Perforated Leather,Chanel,"
            $1,835
        ",/collections/chanel/products/handbags-chanel-up-in-the-air-tote-perforated-leather55906130,Very good,". Creasing near base, moderate wear on base edges, opening trim and strap. Small glue stain on interior opening edge, small stains in interior, scratches on hardware.",Silver,Leather,Gold Tone,Authenticity Card,17918542,"Handle Drop 10&quot;, Height 12.5&quot;, Width 14.5&quot;, Depth 6.5&quot;, Strap Drop 21&quot;",55906/130,HB.CH.UAT.PFL 
Up In The Air Flap Bag Perforated Leather Medium,Chanel,"
            $2,885
        ",/collections/chanel/products/handbags-chanel-up-in-the-air-flap-bag-perforated-leather-medium562474,Excellent,". Minor wear in interior, scratches on hardware.",Red,Leather,Silver,Dust Bag,17428662,"Handle Drop 9.5&quot;, Height 7&quot;, Width 11.5&quot;, Depth 2.5&quot;, Strap Drop 17&quot;",56247/4,HB.CH.UAF.PFL.ME 
Cambon Bowler Bag Quilted Leather Medium,Chanel,"
            $1,205
        ",/collections/chanel/products/handbags-chanel-cambon-bowler-bag-quilted-leather-medium565701,Great,". Minor scuffs on exterior, wear on base corners, light wear in interior, scratches on hardware.",Black,Leather,Silver,No Accessories,10719054,"Handle Drop 10&quot;, Height 6&quot;, Width 10.5&quot;, Depth 4&quot;",56570/1,HB.CH.CB.QLE.ME 
Casual Rock Airlines Flap Bag Quilted Goatskin Medium,Chanel,"
            $3,320
        ",/collections/chanel/products/handbags-chanel-casual-rock-airlines-flap-bag-quilted-goatskin-medium5611818,Great,". Creasing on exterior and underneath flap, small marks on rear flap edge, scratches on hardware.",Silver,Leather,Aged Silver,"Box, Dust Bag, Authenticity Card",22477415,"Height 6&quot;, Width 10.5&quot;, Depth 3&quot;, Strap Drop 13.5&quot;",56118/18,HB.CH.ARCH.QLTD.ME 
Drill Flap Bag Perforated Leather Medium,Chanel,"
            $1,710
        ",/collections/chanel/products/handbags-chanel-drill-flap-bag-perforated-leather-medium55906140,Great,". Creasing on exterior, bubbling underneath flap, scratches on hardware.",Gold,Leather,"Gold, Silver",No Accessories,12100565,"Handle Drop 9&quot;, Height 7.5&quot;, Width 11&quot;, Depth 2&quot;, Strap Drop 16&quot;",55906/140,HB.CH.DRFL.PFL.ME 
Wallet on Chain Rex Rabbit Fur,Chanel,"
            $2,945
        ",/collections/chanel/products/handbags-chanel-wallet-on-chain-rex-rabbit-fur56247214,Great,". Creasing underneath flap, small indentations in interior, scratches on hardware.","Gray, White",Fur,Silver,"Box, Authenticity Card, Dust Bag",16993397,"Handle Drop 24&quot;, Height 5.5&quot;, Width 8&quot;, Depth 2&quot;",56247/214,HB.CH.WOC.RRF 
Street Allure Camera Bag Quilted Calfskin,Chanel,"
            $3,320
        ",/collections/chanel/products/handbags-chanel-street-allure-camera-bag-quilted-calfskin56118191,Excellent,". Slight creasing on strap, faint wear in interior, scratches on hardware.",Silver,Leather,Silver,"Box, Authenticity Card",24229343,"Height 5&quot;, Width 7&quot;, Depth 1.5&quot;, Strap Drop 15-17&quot;",56118/191,HB.CH.STRL.QLC 
Deauville Tote Canvas with Striped Detail Small,Chanel,"
            $3,315
        ",/collections/chanel/products/handbags-chanel-deauville-tote-canvas-with-striped-detail-small566631,Very good,". Glue stain on front near opening, wear and pilling on exterior. Minor wear in interior, scratches on hardware.",Neutral,Canvas (Plain),Silver,Authenticity Card,26062098,"Handle Drop 11&quot;, Height 11&quot;, Width 13.5&quot;, Depth 5.5&quot;",56663/1,HB.CH.DCHT.CVSD.SM 
Gabrielle O Case Clutch Quilted Aged Calfskin Medium,Chanel,"
            $1,660
        ",/collections/chanel/products/handbags-chanel-gabrielle-o-case-clutch-quilted-aged-calfskin-medium5590690,Excellent,". Minimal wear in interior, scratches on hardware.","Black, Multicolor, White",Leather,"Aged Silver, Aged Gold","Box, Authenticity Card, Dust Bag",25609052,"Height 8&quot;, Width 11&quot;, Depth 1&quot;, Strap Drop 5&quot;",55906/90,HB.CH.GABP.QAC.ME 
Medallion Charm Flap Bag Chevron Wrinkled Lambskin Small,Chanel,"
            $2,910
        ",/collections/chanel/products/handbags-chanel-medallion-charm-flap-bag-chevron-wrinkled-lambskin-small5626912,Great,". Discoloration and creasing on exterior and strap, scratches on hardware.",Neutral,Leather,Gold,No Accessories,18872769,"Handle Drop 11.5&quot;, Height 5&quot;, Width 8.5&quot;, Depth 2.5&quot;, Strap Drop 21&quot;",56269/12,HB.CH.MCF.WLSC.SM 
Reissue 2.55 Waist Bag Quilted Aged Calfskin,Chanel,"
            $3,525
        ",/collections/chanel/products/handbags-chanel-reissue-255-waist-bag-quilted-aged-calfskin56247175,Pristine,. Slight discoloration and scratches on hardware.,Red,Leather,Gold,Authenticity Card,26829619,"Height 4&quot;, Width 6.5&quot;, Depth 2&quot;, Strap Drop 12-15&quot;",56247/175,HB.CH.RETW.QAC 
Coco Handle Shopping Tote Quilted Caviar Large,Chanel,"
            $3,770
        ",/collections/chanel/products/handbags-chanel-coco-handle-shopping-tote-quilted-caviar-large5672425,Good,". Moderate wear and discoloration on base and opening corners, slight creasing and loss of shape on exterior near base, heavy wear in interior, scratches on hardware.",Black,Leather,Aged Silver,"Pochette, Dust Bag",23358748,"Handle Drop 4&quot;, Height 10&quot;, Width 14&quot;, Depth 6&quot;, Strap Drop 14&quot;",56724/25,HB.CH.CCOT.QCA.LG 
Wallet on Chain Quilted Lambskin,Chanel,"
            $2,760
        ",/collections/chanel/products/handbags-chanel-wallet-on-chain-quilted-lambskin56247180,Very good,". Wear on exterior edges and strap, creasing and minor scuffs on exterior and underneath flap, faint marks on flap.  Wear and scuffs in interior, scratches on hardware.",Red,Leather,Silver,"Box, Dust Bag, Authenticity Card",20067293,"Height 5&quot;, Width 7.5&quot;, Depth 1.5&quot;, Strap Drop 25&quot;",56247/180,HB.CH.WOC.QULA 
Boy Brick Flap Bag Iridescent Calfskin and Plexiglass Mini,Chanel,"
            $3,160
        ",/collections/chanel/products/handbags-chanel-boy-brick-flap-bag-iridescent-calfskin-and-plexiglass-mini566071,Great,". Minor wear on base corners and in interior, creasing and scuffs underneath flap, scratches on hardware.",Black,"Acrylic, Leather",Aged Silver,No Accessories,21318949,"Height 5&quot;, Width 6&quot;, Depth 1.5&quot;, Strap Drop 24&quot;",56607/1,HB.CH.BYF.ICPX.MI 
CC Rings Flap Bag Pleated Lambskin Small,Chanel,"
            $1,180
        ",/collections/chanel/products/handbags-chanel-cc-rings-flap-bag-pleated-lambskin-small567051,Very good,". Scuffs, wear and discoloration marks on exterior and underneath flap, moderate wear in interior, scratches on hardware.",Brown,Leather,Silver,No Accessories,9421379,"Handle Drop 6&quot;, Height 9&quot;, Width 12&quot;, Depth 2&quot;",56705/1,HB.CH.VCPS.PLBK.SM 
Wallet on Chain Quilted Caviar,Chanel,"
            $3,035
        ",/collections/chanel/products/handbags-chanel-wallet-on-chain-quilted-caviar5626583,Excellent,". Small indentations on front pocket underneath flap, light wear in interior, faint scratches on hardware.",Red,Leather,Gold Tone,"Box, Dust Bag, Authenticity Card",24434911,"Height 5&quot;, Width 7.5&quot;, Depth 2&quot;, Strap Drop 24&quot;",56265/83,HB.CH.WOC.QCA 
Perfect Edge Tote Quilted Leather Large,Chanel,"
            $2,670
        ",/collections/chanel/products/handbags-chanel-perfect-edge-tote-quilted-leather-large560064,Very good,". Wear on base corners, creasing on exterior, scuffs and marks on interior opening trim. Small stains and wear in interior, scratches on hardware.",Blue,Leather,Aged Gold,Authenticity Card,16729139,"Handle Drop 9.5&quot;, Height 10&quot;, Width 14&quot;, Depth 5&quot;",56006/4,HB.CH.PFED.QLE.LG 
Reissue 2.55 Flap Bag Chevron Sheepskin 226,Chanel,"
            $3,425
        ",/collections/chanel/products/handbags-chanel-reissue-255-flap-bag-chevron-sheepskin-22649743159,Great,". Creasing underneath flaps, small indentations on interior flap due to hardware. Scratches and discoloration on hardware.",Pink,Leather,Gold,No Accessories,23816383,"Handle Drop 10&quot;, Height 7&quot;, Width 11&quot;, Depth 3&quot;, Strap Drop 18&quot;",49743/159,HB.CH.R255.CVSP.226 
Medallion Tote Quilted Caviar,Chanel,"
            $2,140
        ",/collections/chanel/products/handbags-chanel-medallion-tote-quilted-caviar5590679,Excellent,". Light wear on base corners, scuffs in interior and on interior base, scratches on hardware.",Black,Leather,Gold,Authenticity Card,7600903,"Handle Drop 6.5&quot;, Height 9.5&quot;, Width 11.5&quot;, Depth 6&quot;",55906/79,HB.CH.MT.QCA 
