productname,brand,price,pagelink,condition,conditiondetails,exteriorcolor,exteriormaterial,hardware,accessories,brandcode,measurements,itemnr,claircode,fulldescr
Dionysus Bucket Bag GG Coated Canvas Medium,Gucci,"
            $1,725
        ",/collections/gucci/products/handbags-gucci-dionysus-bucket-bag-gg-coated-canvas-medium5634314,Great,". Wear on base corners, minor scuffs on base and closure flap. Light wear in interior, scratches on hardware.",Brown,Canvas (Coated),"Gold, Aged Silver Clair Code: HB.GC.DBUB.GCCV.ME Item Number: 56343/14"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/56343-14_20Gucci_20Dionysus_20Bucket_20Bag_20GG_20Coated_20Canva_2D_0002_grande.jpg?v=1591022280"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""1725"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-gucci-dionysus-bucket-bag-gg-coated-canvas-medium5634314?variant=31787298881606""
            }}
</script>
",Dust Bag,,"Handle Drop 13&quot;, Height 8.5&quot;, Width 9.5&quot;, Depth 3&quot;, Strap Drop 24&quot;",56343/14,HB.GC.DBUB.GCCV.ME ," These are professional pictures of the actual bag offered by Rebag. Estimated Retail Price: $1,890Condition: Great. Wear on base corners, minor scuffs on base and closure flap. Light wear in interior, scratches on hardware.  Accessories: Dust Bag  Measurements: Handle Drop 13&quot;, Height 8.5&quot;, Width 9.5&quot;, Depth 3&quot;, Strap Drop 24&quot; Designer: Gucci Model: Dionysus Bucket Bag GG Coated Canvas Medium Exterior Material: Canvas (Coated) Exterior Color: Brown Interior Material: Satin Interior Color: Blue Hardware Color: Gold, Aged Silver Clair Code: HB.GC.DBUB.GCCV.ME Item Number: 56343/14"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/56343-14_20Gucci_20Dionysus_20Bucket_20Bag_20GG_20Coated_20Canva_2D_0002_grande.jpg?v=1591022280"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""1725"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-gucci-dionysus-bucket-bag-gg-coated-canvas-medium5634314?variant=31787298881606""
            }}
</script>
"
Ophidia Belt Bag GG Coated Canvas Medium,Gucci,"
            $1,060
        ",/collections/gucci/products/handbags-gucci-ophidia-belt-bag-gg-coated-canvas-medium564301,Excellent,". Minor wear on exterior edges, scratches on hardware.",Brown,Canvas Coated,"Aged Gold Clair Code: HB.GC.OPHE.GCCV.ME Item Number: 56430/1"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/56430-1_20Gucci_20Ophidia_20Belt_20Bag_20GG_20Coated_20Canvas_20Me_2D_0002_grande.jpg?v=1591022688"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""1060"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-gucci-ophidia-belt-bag-gg-coated-canvas-medium564301?variant=31787316314182""
            }}
</script>
",Dust Bag,,"Height 5.5&quot;, Width 9.5&quot;, Depth 2&quot;, Strap Drop 8-18&quot;",56430/1,HB.GC.OPHE.GCCV.ME ," These are professional pictures of the actual bag offered by Rebag. Condition: Excellent. Minor wear on exterior edges, scratches on hardware.  Accessories: Dust Bag  Measurements: Height 5.5&quot;, Width 9.5&quot;, Depth 2&quot;, Strap Drop 8-18&quot; Designer: Gucci Model: Ophidia Belt Bag GG Coated Canvas Medium Exterior Material: Canvas Coated Exterior Color: Brown Interior Material: Fabric Interior Color: Neutral Hardware Color: Aged Gold Clair Code: HB.GC.OPHE.GCCV.ME Item Number: 56430/1"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/56430-1_20Gucci_20Ophidia_20Belt_20Bag_20GG_20Coated_20Canvas_20Me_2D_0002_grande.jpg?v=1591022688"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""1060"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-gucci-ophidia-belt-bag-gg-coated-canvas-medium564301?variant=31787316314182""
            }}
</script>
"
Web Zip Tote GG Canvas Medium,Gucci,"
            $680
        ",/collections/gucci/products/handbags-gucci-web-zip-tote-gg-canvas-medium5642273,Very good,". Darkening and stain on exterior, minimal wear in interior, scratches on hardware.",Brown,Canvas (Plain),"Aged Gold Clair Code: HB.GC.WBZT.GCV.ME Item Number: 56422/73"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/56422-73_20Gucci_20Web_20Zip_20Tote_20GG_20Canvas_20Medium_2D_0002_grande.jpg?v=1591022556"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""680"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-gucci-web-zip-tote-gg-canvas-medium5642273?variant=31787308417094""
            }}
</script>
",No Accessories,,"Handle Drop 8&quot;, Height 9&quot;, Width 9.5&quot;, Depth 7&quot;",56422/73,HB.GC.WBZT.GCV.ME ," These are professional pictures of the actual bag offered by Rebag. Estimated Retail Price: $750Condition: Very good. Darkening and stain on exterior, minimal wear in interior, scratches on hardware.  Accessories: No Accessories  Measurements: Handle Drop 8&quot;, Height 9&quot;, Width 9.5&quot;, Depth 7&quot; Designer: Gucci Model: Web Zip Tote GG Canvas Medium Exterior Material: Canvas (Plain) Exterior Color: Brown Interior Material: Fabric Interior Color: Brown Hardware Color: Aged Gold Clair Code: HB.GC.WBZT.GCV.ME Item Number: 56422/73"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/56422-73_20Gucci_20Web_20Zip_20Tote_20GG_20Canvas_20Medium_2D_0002_grande.jpg?v=1591022556"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""680"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-gucci-web-zip-tote-gg-canvas-medium5642273?variant=31787308417094""
            }}
</script>
"
Queen Margaret Backpack Quilted Leather Small,Gucci,"
            $1,760
        ",/collections/gucci/products/handbags-gucci-queen-margaret-backpack-quilted-leather-small5639733,Very good,". Moderate wear on base corners, scuffs on exterior and underneath flap, wear in interior, scratches on hardware.",Black,Leather,"Aged Gold Clair Code: HB.GC.QUBP.QLE.SM Item Number: 56397/33"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/56397-33_20Gucci_20Queen_20Margaret_20Backpack_20Quilted_20Lea_2D_0002_grande.jpg?v=1591022438"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""1760"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-gucci-queen-margaret-backpack-quilted-leather-small5639733?variant=31787303141446""
            }}
</script>
",Luggage Tag,,"Handle Drop 4&quot;, Height 9.5&quot;, Width 10&quot;, Depth 4.5&quot;, Strap Drop 11-15&quot;",56397/33,HB.GC.QUBP.QLE.SM ," These are professional pictures of the actual bag offered by Rebag. Estimated Retail Price: $3,150Condition: Very good. Moderate wear on base corners, scuffs on exterior and underneath flap, wear in interior, scratches on hardware.  Accessories: Luggage Tag  Measurements: Handle Drop 4&quot;, Height 9.5&quot;, Width 10&quot;, Depth 4.5&quot;, Strap Drop 11-15&quot; Designer: Gucci Model: Queen Margaret Backpack Quilted Leather Small Exterior Material: Leather Exterior Color: Black Interior Material: Microfiber Interior Color: Pink Hardware Color: Aged Gold Clair Code: HB.GC.QUBP.QLE.SM Item Number: 56397/33"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/56397-33_20Gucci_20Queen_20Margaret_20Backpack_20Quilted_20Lea_2D_0002_grande.jpg?v=1591022438"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""1760"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-gucci-queen-margaret-backpack-quilted-leather-small5639733?variant=31787303141446""
            }}
</script>
"
Broche Bamboo Top Handle Bag GG Coated Canvas and Leather Mini,Gucci,"
            $2,015
        ",/collections/gucci/products/handbags-gucci-broche-bamboo-top-handle-bag-gg-coated-canvas-and-leather-mini5639755,Great,". Minor scuffs on flap, splitting on flap wax edges, creasing, scuffs and small indentations underneath flap. Scratches on hardware.","Black, Brown, Multicolor, Red","Canvas (Coated), Leather","Aged Gold Clair Code: HB.GC.BRBT.GGCL.MI Item Number: 56397/55"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/56397-55_20Gucci_20Broche_20Bamboo_20Top_20Handle_20Bag_20GG_20Coa_2D_0002_grande.jpg?v=1591022492"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""2015"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-gucci-broche-bamboo-top-handle-bag-gg-coated-canvas-and-leather-mini5639755?variant=31787306451014""
            }}
</script>
",With Strap,,"Handle Drop 4&quot;, Height 6&quot;, Width 8&quot;, Depth 3&quot;, Strap Drop 21&quot;",56397/55,HB.GC.BRBT.GGCL.MI ," These are professional pictures of the actual bag offered by Rebag. Estimated Retail Price: $2,290Condition: Great. Minor scuffs on flap, splitting on flap wax edges, creasing, scuffs and small indentations underneath flap. Scratches on hardware.  Accessories: With Strap  Measurements: Handle Drop 4&quot;, Height 6&quot;, Width 8&quot;, Depth 3&quot;, Strap Drop 21&quot; Designer: Gucci Model: Broche Bamboo Top Handle Bag GG Coated Canvas and Leather Mini Exterior Material: Canvas (Coated), Leather Exterior Color: Black, Brown, Multicolor, Red Interior Material: Leather Interior Color: Neutral Hardware Color: Aged Gold Clair Code: HB.GC.BRBT.GGCL.MI Item Number: 56397/55"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/56397-55_20Gucci_20Broche_20Bamboo_20Top_20Handle_20Bag_20GG_20Coa_2D_0002_grande.jpg?v=1591022492"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""2015"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-gucci-broche-bamboo-top-handle-bag-gg-coated-canvas-and-leather-mini5639755?variant=31787306451014""
            }}
</script>
"
Dionysus Bag Embroidered Printed GG Coated Canvas Small,Gucci,"
            $2,525
        ",/collections/gucci/products/handbags-gucci-dionysus-bag-embroidered-printed-gg-coated-canvas-small565541,Great,". Minor wear on base wax edge, wear underneath flap and in interior, small ink mark and stain on interior base, scratches on hardware.","Brown, Print",Canvas (Coated),"Aged Silver Clair Code: HB.GC.DYS.PEGC.SM Item Number: 56554/1"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/56554-1_20Gucci_20Dionysus_20Bag_20Embroidered_20Printed_20GG_2D_0002_grande.jpg?v=1591022731"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""2525"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-gucci-dionysus-bag-embroidered-printed-gg-coated-canvas-small565541?variant=31787317461062""
            }}
</script>
",Dust Bag,,"Handle Drop 9&quot;, Height 6.5&quot;, Width 11&quot;, Depth 3.5&quot;, Strap Drop 15&quot;",56554/1,HB.GC.DYS.PEGC.SM ," These are professional pictures of the actual bag offered by Rebag. Estimated Retail Price: $3,300Condition: Great. Minor wear on base wax edge, wear underneath flap and in interior, small ink mark and stain on interior base, scratches on hardware.  Accessories: Dust Bag  Measurements: Handle Drop 9&quot;, Height 6.5&quot;, Width 11&quot;, Depth 3.5&quot;, Strap Drop 15&quot; Designer: Gucci Model: Dionysus Bag Embroidered Printed GG Coated Canvas Small Exterior Material: Canvas (Coated) Exterior Color: Brown, Print Interior Material: Suede Interior Color: Brown Hardware Color: Aged Silver Clair Code: HB.GC.DYS.PEGC.SM Item Number: 56554/1"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/56554-1_20Gucci_20Dionysus_20Bag_20Embroidered_20Printed_20GG_2D_0002_grande.jpg?v=1591022731"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""2525"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-gucci-dionysus-bag-embroidered-printed-gg-coated-canvas-small565541?variant=31787317461062""
            }}
</script>
"
Web Flap Messenger Bag GG Coated Canvas Medium,Gucci,"
            $675
        ",/collections/gucci/products/handbags-gucci-web-flap-messenger-bag-gg-coated-canvas-medium566853,Great,". Creasing on exterior, minor wear and stains in interior, scratches on hardware.",Brown,Canvas (Coated),"Aged Silver Clair Code: HB.GC.WEPM.GCCV.ME Item Number: 56685/3"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/56685-3_20Gucci_20Web_20Flap_20Messenger_20Bag_20GG_20Coated_20Can_2D_0002_grande.jpg?v=1591022864"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""675"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-gucci-web-flap-messenger-bag-gg-coated-canvas-medium566853?variant=31787323818054""
            }}
</script>
",No Accessories,,"Height 10.5&quot;, Width 11.5&quot;, Depth 3&quot;, Strap Drop 12-24&quot;",56685/3,HB.GC.WEPM.GCCV.ME ," These are professional pictures of the actual bag offered by Rebag. Estimated Retail Price: $1,395Condition: Great. Creasing on exterior, minor wear and stains in interior, scratches on hardware.  Accessories: No Accessories  Measurements: Height 10.5&quot;, Width 11.5&quot;, Depth 3&quot;, Strap Drop 12-24&quot; Designer: Gucci Model: Web Flap Messenger Bag GG Coated Canvas Medium Exterior Material: Canvas (Coated) Exterior Color: Brown Interior Material: Fabric Interior Color: Black Hardware Color: Aged Silver Clair Code: HB.GC.WEPM.GCCV.ME Item Number: 56685/3"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/56685-3_20Gucci_20Web_20Flap_20Messenger_20Bag_20GG_20Coated_20Can_2D_0002_grande.jpg?v=1591022864"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""675"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-gucci-web-flap-messenger-bag-gg-coated-canvas-medium566853?variant=31787323818054""
            }}
</script>
"
Jockey Hobo GG Canvas Large,Gucci,"
            $555
        ",/collections/gucci/products/handbags-gucci-jockey-hobo-gg-canvas-large566852,Great,". Slight odor in interior. Minor wear and scuffs on leather trims and handle, light wear in interior, scratches on hardware.",Brown,Canvas (Plain),"Gold Clair Code: HB.GC.JYH.GCV.LG Item Number: 56685/2"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/56685-2_20Gucci_20Jockey_20Hobo_20GG_20Canvas_20Large_2D_0002_grande.jpg?v=1591022857"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""555"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-gucci-jockey-hobo-gg-canvas-large566852?variant=31787323785286""
            }}
</script>
",No Accessories,,"Handle Drop 6&quot;, Height 14&quot;, Width 17&quot;, Depth 5&quot;",56685/2,HB.GC.JYH.GCV.LG ," These are professional pictures of the actual bag offered by Rebag. Estimated Retail Price: $1,350Condition: Great. Slight odor in interior. Minor wear and scuffs on leather trims and handle, light wear in interior, scratches on hardware.  Accessories: No Accessories  Measurements: Handle Drop 6&quot;, Height 14&quot;, Width 17&quot;, Depth 5&quot; Designer: Gucci Model: Jockey Hobo GG Canvas Large Exterior Material: Canvas (Plain) Exterior Color: Brown Interior Material: Fabric Interior Color: Brown Hardware Color: Gold Clair Code: HB.GC.JYH.GCV.LG Item Number: 56685/2"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/56685-2_20Gucci_20Jockey_20Hobo_20GG_20Canvas_20Large_2D_0002_grande.jpg?v=1591022857"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""555"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-gucci-jockey-hobo-gg-canvas-large566852?variant=31787323785286""
            }}
</script>
"
Darwin Convertible Backpack Leather Large,Gucci,"
            $705
        ",/collections/gucci/products/handbags-gucci-darwin-convertible-backpack-leather-large566851,Very good,". Minor wear, scuffs and creasing on exterior, oil slick discoloration, scuffs and wear on straps, handle and zipper pulls. Moderate splitting and cracking on handle and strap wax edges, scratches on hardware.",Black,Leather,"Gold Clair Code: HB.GC.DCVB.LE.LG Item Number: 56685/1"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/56685-1_20Gucci_20Darwin_20Convertible_20Backpack_20Leather_2D_0002_grande.jpg?v=1591023263"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""705"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-gucci-darwin-convertible-backpack-leather-large566851?variant=31787338334278""
            }}
</script>
","Luggage Tag, With Strap",,"Handle Drop 9-11&quot;, Height 18&quot;, Width 18&quot;, Depth 1&quot;, Strap Drop 14-16&quot;",56685/1,HB.GC.DCVB.LE.LG ," These are professional pictures of the actual bag offered by Rebag. Estimated Retail Price: $2,200Condition: Very good. Minor wear, scuffs and creasing on exterior, oil slick discoloration, scuffs and wear on straps, handle and zipper pulls. Moderate splitting and cracking on handle and strap wax edges, scratches on hardware.  Accessories: Luggage Tag, With Strap  Measurements: Handle Drop 9-11&quot;, Height 18&quot;, Width 18&quot;, Depth 1&quot;, Strap Drop 14-16&quot; Designer: Gucci Model: Darwin Convertible Backpack Leather Large Exterior Material: Leather Exterior Color: Black Interior Material: Fabric Interior Color: Black Hardware Color: Gold Clair Code: HB.GC.DCVB.LE.LG Item Number: 56685/1"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/56685-1_20Gucci_20Darwin_20Convertible_20Backpack_20Leather_2D_0002_grande.jpg?v=1591023263"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""705"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-gucci-darwin-convertible-backpack-leather-large566851?variant=31787338334278""
            }}
</script>
"
Jackie Soft Tote Leather Large,Gucci,"
            $1,215
        ",/collections/gucci/products/handbags-gucci-jackie-soft-tote-leather-large566971,Very good,". Loss of shape on exterior, small marks on front, cracking on exterior side and opening wax edges. Minor wear in interior, scratches on hardware.",Black,Leather,"Silver Clair Code: HB.GC.JST.LE.LG Item Number: 56697/1"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/56697-1_20Gucci_20Jackie_20Soft_20Tote_20Leather_20Large_2D_0002_grande.jpg?v=1591023294"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""1215"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-gucci-jackie-soft-tote-leather-large566971?variant=31787338694726""
            }}
</script>
",No Accessories,,"Handle Drop 5&quot;, Height 12&quot;, Width 17&quot;, Depth 5&quot;",56697/1,HB.GC.JST.LE.LG ," These are professional pictures of the actual bag offered by Rebag. Estimated Retail Price: $2,990Condition: Very good. Loss of shape on exterior, small marks on front, cracking on exterior side and opening wax edges. Minor wear in interior, scratches on hardware.  Accessories: No Accessories  Measurements: Handle Drop 5&quot;, Height 12&quot;, Width 17&quot;, Depth 5&quot; Designer: Gucci Model: Jackie Soft Tote Leather Large Exterior Material: Leather Exterior Color: Black Interior Material: Leather, Suede Interior Color: Black Hardware Color: Silver Clair Code: HB.GC.JST.LE.LG Item Number: 56697/1"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/56697-1_20Gucci_20Jackie_20Soft_20Tote_20Leather_20Large_2D_0002_grande.jpg?v=1591023294"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""1215"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-gucci-jackie-soft-tote-leather-large566971?variant=31787338694726""
            }}
</script>
"
1969 Sylvie Top Handle Bag Plexiglass Mini,Gucci,"
            $2,470
        ",/collections/gucci/products/handbags-gucci-1969-sylvie-top-handle-bag-plexiglass-mini5611893,Pristine,. Faint scratches on hardware.,Pink,Acrylic,"Gold Clair Code: HB.GC.NTSN.PLGL.MI Item Number: 56118/93"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/56118-93_20Gucci_201969_20Sylvie_20Top_20Handle_20Bag_20Plexigla_2D_0002_grande.jpg?v=1591023476"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""2470"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-gucci-1969-sylvie-top-handle-bag-plexiglass-mini5611893?variant=31787344429126""
            }}
</script>
","Box, Dust Bag",,"Handle Drop 4&quot;, Height 6&quot;, Width 8&quot;, Depth 2&quot;",56118/93,HB.GC.NTSN.PLGL.MI ," These are professional pictures of the actual bag offered by Rebag. Estimated Retail Price: $2,980Condition: Pristine. Faint scratches on hardware.  Accessories: Box, Dust Bag  Measurements: Handle Drop 4&quot;, Height 6&quot;, Width 8&quot;, Depth 2&quot; Designer: Gucci Model: 1969 Sylvie Top Handle Bag Plexiglass Mini Exterior Material: Acrylic Exterior Color: Pink Interior Material: Leather Interior Color: Pink Hardware Color: Gold Clair Code: HB.GC.NTSN.PLGL.MI Item Number: 56118/93"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/56118-93_20Gucci_201969_20Sylvie_20Top_20Handle_20Bag_20Plexigla_2D_0002_grande.jpg?v=1591023476"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""2470"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-gucci-1969-sylvie-top-handle-bag-plexiglass-mini5611893?variant=31787344429126""
            }}
</script>
"
Animalier Crossbody Bag Leather,Gucci,"
            $715
        ",/collections/gucci/products/handbags-gucci-animalier-crossbody-bag-leather5611860,Excellent,. Scratches on hardware.,Pink,Leather,"Aged Gold Clair Code: HB.GC.AMCR.LE Item Number: 56118/60"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/56118-60_20Gucci_20Animalier_20Crossbody_20Bag_20Leather_2D_0002_grande.jpg?v=1591023446"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""715"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-gucci-animalier-crossbody-bag-leather5611860?variant=31787342954566""
            }}
</script>
","Box, With Strap",,"Height 5&quot;, Width 6.5&quot;, Depth 1.5&quot;, Strap Drop 23-24&quot;",56118/60,HB.GC.AMCR.LE ," These are professional pictures of the actual bag offered by Rebag. Condition: Excellent. Scratches on hardware.  Accessories: Box, With Strap  Measurements: Height 5&quot;, Width 6.5&quot;, Depth 1.5&quot;, Strap Drop 23-24&quot; Designer: Gucci Model: Animalier Crossbody Bag Leather Exterior Material: Leather Exterior Color: Pink Interior Material: Microfiber Interior Color: Neutral Hardware Color: Aged Gold Clair Code: HB.GC.AMCR.LE Item Number: 56118/60"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/56118-60_20Gucci_20Animalier_20Crossbody_20Bag_20Leather_2D_0002_grande.jpg?v=1591023446"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""715"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-gucci-animalier-crossbody-bag-leather5611860?variant=31787342954566""
            }}
</script>
"
