prname,page2,price,authnumber,sizeInch,color_material,accessories,outside_condition,inside_condition,other,smell,product_nr
LOUIS VUITTON NEVERFULL GM SHOULDER TOTE BAG MONOGRAM M40157,/collections/louis-vuitton/products/ao12370,"168,000",FL 0087,"W 15.7 x H 12.6 x D 7.9 ""
Shoulder Drop. 7.9 ""","Brown
/ Monogram Canvas, Leather",Manual,"Though leather part has scuff, dirt and minor suntanned, good condition.","Though there is minor dirt, good condition.",-,-,AO12370
LOUIS VUITTON SPEEDY 35 HAND BAG MONOGRAM M41524,/collections/louis-vuitton/products/ao12276,"79,800",SD 0062,"W 14.0 x H 9.4 x D 7.1 ""
Handle Drop. 3.5 ""","Brown
/ Monogram Canvas, Leather",-,"There is feeling of used.

Leather part has minor suntanned, scuff and mold stain.

Handle roots and monogram canvas has mold stain.","There is feeling of used.

There is minor mold stain.

Pocket has scuff and minor peeled.",-,Strong smell of mold.,AO12276
LOUIS VUITTON SPEEDY 40 HAND BAG MONOGRAM M41522,/collections/louis-vuitton/products/ao12274,"79,800",SP 0925,"W 16.1 x H 9.8 x D 7.5 ""
Handle Drop. 3.5 ""","Brown
/ Monogram Canvas, Leather",-,"There is feeling of used.

Leather part has minor scuff, suntanned, and dirt.","There is feeling of used.

Metal fittings has patina.

Pocket has scuff and minor pen mark.",-,-,AO12274
LOUIS VUITTON POCHE DOCUMENTS CASE MONOGRAM M53456,/collections/louis-vuitton/products/ao12266,"98,000",TH 1023,"W 15.0 "" x H 11.0 "" x D 1.2 ""","Brown
/ Monogram Canvas, Leather",-,"Though there is minor dirt., Very good condition.",Very good condition.,-,-,AO12266
LOUIS VUITTON POCHETTE GANGE CROSS BODY BUM BAG MONOGRAM M51870,/collections/louis-vuitton/products/ao12265,"138,000",CA 2172,"W 5.1 "" x H 8.7 "" x D 2.0 ""
Strap Drop. 54.3 ""(Longest)","Brown
/ Monogram Canvas, Leather",-,"Very good condition.

Leather part has minor suntanned.",Very good condition.,-,-,AO12265
LOUIS VUITTON CABAS PIANO SHOULDER TOTE BAG MONOGRAM M51148,/collections/louis-vuitton/products/ao12263,"69,800",VI 0012,"W 11.0 x H 9.4 x D 4.7 ""
Strap Drop. 8.7 ""","Brown
/ Monogram Canvas, Leather",Dust Bag,"Though there is a little feeling of used, good condition.

Leather part has scuff, suntanned and stain.

Strap roots has loose.","Though there is a little feeling of used, good condition.",-,Smell of mold.,AO12263
LOUIS VUITTON CARTOUCHIERE GM SHOULDER BAG MONOGRAM M51252,/collections/louis-vuitton/products/ao12255,"98,000",SL 0935,"W 9.8 x H 8.7 x D 3.1 ""
Strap Drop. 11.4 - 22.0 ""","Brown
/ Monogram Canvas, Leather",-,"There is feeling of used.

Leather part has scuff, suntanned and stain.","Though there is a little feeling of used, good condition.

Edge part has minor crack.(Monogram canvas)",-,-,AO12255
LOUIS VUITTON POCHETTE TWIN GM CROSS BODY SHOULDER BAG MONOGRAM M51852,/collections/louis-vuitton/products/ao12252,"69,800",CA 0010,"W 9.6 "" x H 4.3 "" x D 0.8 ""
Strap Drop. 18.9 ""","Brown
/ Monogram Canvas, Leather",Dust Bag,"There is feeling of used.

Leather and strap has suntanned, scuff and stain.","Though there is a little feeling of used, good condition.",-,-,AO12252
LOUIS VUITTON NEVERFULL GM SHOULDER TOTE BAG MONOGRAM M40157,/collections/louis-vuitton/products/ao12163,"168,000",FL 4007,"W 15.7 x H 12.6 x D 7.9 ""
Shoulder Drop. 7.9 ""","Brown
/ Monogram Canvas, Leather",-,"Though there is a little feeling of used, good condition.

Lose shape.","Though there is minor dirt, Very good condition.",-,-,AO12163
LOUIS VUITTON NEVERFULL PM HAND TOTE BAG MONOGRAM M40155,/collections/louis-vuitton/products/ao12159,"108,000",TH 2007,"W 11.4 x H 8.5 x D 5.1 ""
Handle Drop. 7.3 ""","Brown
/ Monogram Canvas, Leather",-,"There is feeling of used.

Leather part has scuff, crack, suntanned and stains.","Though there is a little feeling of used, good condition.",-,Smell of perfume.,AO12159
LOUIS VUITTON POCHE DOCUMENTS CASE CLUTCH BAG MONOGRAM M53456,/collections/louis-vuitton/products/ao12140,"89,800",TH 0070,"W 15.0 x H 11.0 x D 1.2 ""","Brown
/ Monogram Canvas, Leather",-,"Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO12140
LOUIS VUITTON DEAUVILLE BUSINESS HAND BAG MONOGRAM M47270,/collections/louis-vuitton/products/ao12113,"98,000",VI 0968,"W 13.8 x H 10.2 x D 5.1 ""
Handle Drop. 4.7 ""","Brown
/ Monogram Canvas, Leather",Name Tag,"There is feeling of used.

Leather part has suntanned, scuff and stain.",There is feeling of used.,-,-,AO12113
LOUIS VUITTON ELLIPSE MM HAND BAG MONOGRAM M51126,/collections/louis-vuitton/products/ao12109,"89,800",AS 0978,"W 10.0 "" x H 13.0 "" x D 2.8 ""
Handle Drop. 3.9 ""","Brown
/ Monogram Canvas, Leather",Dust Bag,"Though leather part has suntanned, scuff and minor stain, good condition.

There is minor loose shape.","Though there is a little feeling of used, good condition.",-,-,AO12109
LOUIS VUITTON NEVERFULL PM HAND TOTE BAG MONOGRAM M40155,/collections/louis-vuitton/products/ao12107,"198,000",AR 1126,"W 11.4 x H 8.5 x D 5.1 ""
Handle Drop. 6.7 ""","Brown
/ Monogram Canvas, Leather","Pouch, Dust Bag","Though leather part has suntanned and loose shape, Very good condition.",Very good condition.,-,-,AO12107
LOUIS VUITTON MONTSOURIS GM BACKPACK NOMADE,/collections/louis-vuitton/products/ao12058,"348,000",AA981920,"W 12.2 x H 14.2 x D 5.1 ""
Strap total length. 24.4 - 27.6 ""","Natural
/ Nomade Leather",Dust Bag,"Though there is a little feeling of used, good condition.

Metal fittings has discoloration and dirt.","Though there is a little feeling of used, good condition.",-,-,AO12058
LOUIS VUITTON POCHETTE FLORENTINE BUM BAG #XS MONOGRAM M51855,/collections/louis-vuitton/products/ao12056,"108,000",FL 0072(Bag) / FL 0052(Belt),"W 6.3 x H 4.3 x D 1.6 ""
Belt size. 26.0 - 35.4 ""(Size XS)","Brown
/ Monogram Canvas, Leather",Dust Bag,"Though there is a little feeling of used, good condition.

Leather part has suntanned and minor stains.","Though there is minor scuff, Very good condition.",-,-,AO12056
LOUIS VUITTON POCHETTE TWIN PM SHOULDER BAG MONOGRAM M51854,/collections/louis-vuitton/products/ao12036,"79,800",CA 0969,"W 7.5 x H 3.9 x D 1.0 ""
Strap Drop. 20.1 ""","Brown
/ Monogram Canvas, Leather",Dust Bag,"Though metal fittings has minor scuff, Very good condition.",Very good condition.,-,-,AO12036
LOUIS VUITTON TROTTEUR SHOULDER BAG MONOGRAM PANDA M51241,/collections/louis-vuitton/products/ao12034,"248,000",AR 1004,"W 8.7 x H 5.1 x D 3.0 ""
Strap Drop. 18.1 - 20.9 ""","Brown
/ Monogram Canvas, Leather","Dust Bag, Manual","Though there is minor scuff, Very good condition.",Very good condition.,-,-,AO12034
LOUIS VUITTON NEO SPEEDY HAND BAG MONOGRAM DENIM M95019,/collections/louis-vuitton/products/ao11910,"89,800",SP 0075,"W 12.6 x H 6.7 x D 5.9 ""
Handle Drop. 4.3 ""","Indigo
/ Monogram Denim Canvas, Leather",Manual,"There is feeling of used.

Lose shape.

Leather part has scuff, suntanned and stains.","Though there is a little feeling of used, good condition.",-,-,AO11910
LOUIS VUITTON SAC PLAT HAND TOTE BAG MONOGRAM CHERRY M95010,/collections/louis-vuitton/products/ao11886,"298,000",MI 0015,"W 14.2 x H 15.0 x D 3.5 ""
Handle Drop. 4.3 ""","Brown
/ Monogram Cherry Canvas, Leather",Manual,"Though leather part has suntanned and stains, Very good condition.",Very good condition.,-,-,AO11886
LOUIS VUITTON SPEEDY 30 HAND BAG MONOGRAM CANVAS LEATHER M41526,/collections/louis-vuitton/products/ao11747,"89,800",SD 0040,"W 11.8 x H 8.5 x D 6.9 ""
Handle Drop. 3.5 ""","Brown
/ Monogram Canvas, Leather",Dust Bag,"There is feeling of used.

Handle and leather has suntanned and minor stain.","There is feeling of used.

Pocket has minor stickiness, scuff and minor peeled.",-,-,AO11747
LOUIS VUITTON POCHE DOCUMENTS CASE CLUTCH BAG MONOGRAM M53456,/collections/louis-vuitton/products/ao11730,"98,000",TH 0041,"W 15.0 "" x H 11.0 "" x D 1.2 ""","Brown
/ Monogram Canvas, Leather",Dust Bag,"Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO11730
LOUIS VUITTON NEO SPEEDY HAND BAG MONOGRAM DENIM M95019,/collections/louis-vuitton/products/ao11721,"79,800",SP 0095,"W 12.2 "" x H 6.7 "" x D 6.3 ""
Handle Drop. 4.3 ""","Indigo
/ Monogram Denim Canvas, Leather",-,"There is feeling of used.

Handle has scuff, suntanned and black stain.
Side tag leather has stain and crack.
Leather has suntanned, scuff and stain.
Denim has suntanned and scuff.","Though there is a little feeling of used, good condition.",-,Strong smell of cigarettes.,AO11721
LOUIS VUITTON DEAUVILLE BUSINESS HAND BAG MONOGRAM M47270,/collections/louis-vuitton/products/ao11674,"79,800",MB 0035,"W 13.8 x H 10.2 x D 5.1 ""
Handle Drop. 4.7 ""","Brown
/ Monogram Canvas, Leather",Name Tag,"There is feeling of used.

Handle and leather has suntanned, scuff and stain.

The outside pocket is discolored by suntan.","There is feeling of used.

There is pen mark and discoloration.",-,-,AO11674
LOUIS VUITTON POCHETTE GANGE CROSS BODY BUM BAG MONOGRAM M51870,/collections/louis-vuitton/products/ao11649,"89,800",CA 0045,"W 5.1 "" x H 8.7 "" x D 2.0 ""
Strap Drop. 54.3 ""(Longest)","Brown
/ Monogram Canvas, Leather","Dust Bag, Box","Though leather part has suntanned, scuff and minor stain, good condition.","Though there is a little feeling of used, good condition.",-,-,AO11649
LOUIS VUITTON DEAUVILLE BUSINESS HAND BAG MONOGRAM CANVAS M47270,/collections/louis-vuitton/products/ao11564,"108,000",MB 0032,"W 13.8 x H 10.2 x D 5.1 ""
Handle Drop. 4.7 ""","Brown
/ Monogram Canvas, Leather",-,"There is feeling of used.

Handle and leather has suntanned.","Though there is a little feeling of used, good condition.",-,-,AO11564
LOUIS VUITTON DEAUVILLE BUSINESS HAND BAG MONOGRAM CANVAS M47270,/collections/louis-vuitton/products/ao11563,"89,800",VI 1020,"W 13.8 x H 10.2 x D 5.1 ""
Handle Drop. 4.7 ""","Brown
/ Monogram Canvas, Leather",Name Tag,"There is feeling of used.

Handle and leather has suntanned, scuff and minor stain.","Though there is a little feeling of used, good condition.",-,-,AO11563
LOUIS VUITTON Pochette Twin PM Shoulder Bag Monogram M51854,/collections/louis-vuitton/products/ao11455,"89,800",CA1011,"W 7.5 x H 3.9 x D 1.2 ""
Strap Drop. 19.7 ""","Brown
/ Monogram canvas, Leather",-,"Though leather part has Little discoloration, Very good condition.",Very good condition.,-,-,AO11455
LOUIS VUITTON Monceau 28 Hand Bag Epi Black M52122,/collections/louis-vuitton/products/ao11437,"228,000",SR0032,"W 11.0 x H 8.7 x D 2.8 ""
Handle Drop. 1.2 ""
Strap Drop. 21.3 - 23.2 ""","Black
/ Epi leather","Box, Dust bag, Shoulder strap, Key x2","Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO11437
LOUIS VUITTON Deauville Hand Bag Monogram M47270,/collections/louis-vuitton/products/ao11338,"108,000",MB0043,"W 13.8 x H 9.4 x D 5.5 ""
Handle Drop. 4.3 ""","Brown
/ Monogram canvas, Leather",-,Very good condition.,Very good condition.,-,-,AO11338
LOUIS VUITTON Pochette Accessories Pouch Monogram Perforated M95183,/collections/louis-vuitton/products/ao11330,"89,800",CA0016,"W 8.7 x H 5.1 x D 1.6 ""
Handle Drop. 5.5 ""","Brown, Orange
/ Monogram canvas, Leather",-,"Though leather part has little discoloratio, Very good condition.",Good condition.,-,There is a little smell of perfume.,AO11330
LOUIS VUITTON POCHE DOCUMENTS BRIEFCASE MONOGRAM M53456,/collections/louis-vuitton/products/ao11244,"98,000",TH 1923,"W 15.0 x H 11.0 x D 1.2 ""","Brown
/ Monogram Canvas, Leather",-,"Though zipper is minor stiff, good condition.",good condition.,-,-,AO11244
LOUIS VUITTON BOSPHORE BUM BAG WAIST POUCH MONOGRAM M40108,/collections/louis-vuitton/products/ao11157,"108,000",SP 1006,"W 5.9 x H 6.3 x D 1.2 ""
Belt Size. 31.5 - 47.2 ""","Brown
/ Monogram Canvas, Leather",-,"Though leather part has minor suntanned and stains, Very good condition.",Very good condition.,-,-,AO11157
LOUIS VUITTON ALMA HAND BAG MONOGRAM MULTI-COLOR M92647,/collections/louis-vuitton/products/ao11150,"198,000",FL 0043,"W 12.0 x H 9.1 x D 6.3 ""
Handle Drop. 3.9 ""","White
/ Monogram Multi-Color Canvas, Leather",Dust Bag,"Though there is a little feeling of used, good condition.

Monogram canvas side has discoloration.","Though there is minor scuff, Very good condition.",-,-,AO11150
LOUIS VUITTON CIGAR HUMIDOR BOX BLACK EPI,/collections/louis-vuitton/products/ao11076,"298,000",944114,"W 12.4 x H 10.2 x D 4.5 ""","Black
/ Epi Leather, Leather","Humidifier, Hygrometer","Though there is a little feeling of used, good condition.

Metal fittings has scratches and dirt.","Though there is a little feeling of used, good condition.",-,-,AO11076
LOUIS VUITTON TROUSSE TOILETTE 23 COSMETIC BAG POUCH MONOGRAM M47524,/collections/louis-vuitton/products/ao11072,"49,800",883 TH,"W 9.1 x H 5.7 x D 2.4 ""","Brown
/ Monogram Canvas",-,"Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO11072
LOUIS VUITTON POCHETTE ACCESSOIRES HAND BAG POUCH BROWN EPI M5294D,/collections/louis-vuitton/products/ao11027,"59,800",AR 1014,"W 9.4 "" x H 5.1 "" x D 1.0 ""
Handle Drop. 5.1 ""","Brown
/ Epi Leather, Leather",-,"Though there is a little feeling of used, Very good condition.","Though there is a little feeling of used, Very good condition.",-,-,AO11027
LOUIS VUITTON TROUVILLE HAND BAG MONOGRAM M42228,/collections/louis-vuitton/products/ao11019,"108,000",SD 1004,"W 11.0 "" x H 8.7 "" x D 3.9 ""
Handle Drop. 3.1 ""","Brown
/ Monogram Canvas, Leather",-,"Though leather part has suntanned, good condition.","Though there is minor discoloration, good condition.",-,Strong smell of material.,AO11019
LOUIS VUITTON POCHE DOCUMENTS BUSINESS HAND BAG MONOGRAM M53456,/collections/louis-vuitton/products/ao11017,"79,800",TH 0940,"W 15.0 x H 11.0 x D 1.2 ""","Brown
/ Monogram Canvas, Leather",-,"Though zipper is minor stiff, good condition.",good condition.,-,-,AO11017
LOUIS VUITTON ELLIPSE SHOPPING SHOULDER BAG PURSE MONOGRAM M51128,/collections/louis-vuitton/products/ao10966,"128,000",VI 0958,"W 9.8 x H 14.6 x D 3.5 ""
Shoulder Drop. 11.8 ""","Brown
/ Monogram Canvas, Leather",-,"Though leather part has minor suntanned, scuff and minor stain, good condition.","Though there is a little feeling of used, good condition.",-,-,AO10966
LOUIS VUITTON SPONTINI 2WAY HAND BAG MONOGRAM M47500,/collections/louis-vuitton/products/ao10917,"198,000",AR 0021,"W 7.9 x H 8.1 x D 3.1 ""
Handle Drop. 3.9 ""
Shoulder Drop. 19.7 ""","Brown
/ Monogram Canvas, Leather",Shoulder Strap,"Though Metal fittings has discoloration, Very good condition.",Very good condition.,-,-,AO10917
LOUIS VUITTON ALMA GM JUMBO HAND BAG GOLD MONOGRAM MIROIR M95274,/collections/louis-vuitton/products/ao10881,"398,000",FL 1016,"W 18.1 x H 13.2 x D 8.5 ""
Handle Drop. 4.1 ""","Gold
/ Monogram Mirror Vinyl","Dust Bag, Name Tag, Manual","Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO10881
LOUIS VUITTON BOSPHORE BUM BAG WAIST POUCH MONOGRAM M40108,/collections/louis-vuitton/products/ao10877,"108,000",SP 1026,"W 5.9 x H 6.3 x D 1.2 ""
Belt Size. 31.5 - 47.2 ""","Brown
/ Monogram Canvas, Leather",-,"Though leather part has minor scuff, dirt and minor suntanned, good condition.",good condition.,-,Little smell of perfume.,AO10877
LOUIS VUITTON SPEEDY 30 HAND BAG MONOGRAM GRAFFITI M92194,/collections/louis-vuitton/products/ao10753,"298,000",TH 0031,"W 12.2 x H 9.1 x D 7.1 ""
Handle Drop. 3.1 ""","Brown, Khaki
/ Monogram Graffiti Canvas, Leather","Manual, Dust Bag","Though leather part has scuff and stains, good condition.

Lose shape.",Very good condition.,-,-,AO10753
LOUIS VUITTON BAGGY GM SHOULDER BAG INDIGO MONOGRAM DENIM M95049,/collections/louis-vuitton/products/ao10706,"198,000",FL 0095,"W 12.6 x H 13.0 x D 3.9 ""
Strap Drop. 5.1 - 7.1 ""","Indigo
/ Monogram Denim, Leather","Manual, Dust Bag",Very good condition.,Very good condition.,-,-,AO10706
LOUIS VUITTON CABAS CRUISE HAND TOTE BAG MONOGRAM VINYL M50500,/collections/louis-vuitton/products/ao10663,"168,000",LM 0010,"W 18.5 x H 13.4 x D 8.3 ""
Handle Drop. 9.4 ""","Brown
/ Monogram Vinyl, Leather","Pouch, Dust Bag","Though there is a little feeling of used, good condition.

Handle is lose shape.","Though there is a little feeling of used, good condition.","Pouch has scuff, suntanned and stains.",-,AO10663
LOUIS VUITTON VERNIS ALMA MM HAND BAG ROSE INDIEN M90098,/collections/louis-vuitton/products/ao10391,"198,000",FL 1146,"W 12.0 x H 9.3 x D 5.9 ""
Handle Drop. 3.5 ""","Rose Indien
/ Patent Leather, Leather","Padlock, Cover of Keys, Keys x2, Dust Bag",Very good condition.,"Though there is scuff and minor dirt, good condition.",-,-,AO10391
LOUIS VUITTON TROUSSE TOILETTE 18 COSMETIC POUCH MONOGRAM M47524,/collections/louis-vuitton/products/ao10387,"49,800",874 TH,"W 7.1 x H 5.1 x D 2.4 ""","Brown
/ Monogram Canvas, Leather",-,"Though there is a little feeling of used, good condition.

Losing shape.",There is feeling of used.,-,Smell of cigarette.,AO10387
LOUIS VUITTON CARTOUCHIERE CROSS BODY SHOULDER BAG BLACK EPI M52242,/collections/louis-vuitton/products/ao10349,"98,000",MI 1920,"W 8.7 "" x H 7.9 "" x D 2.8 ""
Strap Drop. 11.0 - 20.5 ""","Black
/ Epi Leather, Leather",Dust Bag,"Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO10349
LOUIS VUITTON BAGGY GM SHOULDER BAG MONOGRAM DENIM M95048,/collections/louis-vuitton/products/ao10266,"148,000",FL 0058,"W 12.6 x H 13.8 x D 3.9 ""
Strap Drop. 8.3 - 10.2 ""","Indigo
/ Monogram Denim, Leather",Dust Bag,"Though there is a little feeling of used, good condition.
Denim part has scuff.
Leather part has suntanned.","Though there is a little feeling of used, good condition.",-,-,AO10266
LOUIS VUITTON CABAS RAYE GM 2WAY HAND BAG MONOGRAM DENIM M95336,/collections/louis-vuitton/products/ao10213,"328,000",AR 1016,"W 16.5 x H 12.6 x D 7.1 ""
Handle Drop. 5.9 ""
Strap Drop. 18.9 - 21.3 ""","Indigo, Brown
/ Monogram Denim Canvas, Leather","Shoulder Strap, Dust Bag","Though there is a little feeling of used, Very good condition.

Leather part has minor suntanned and minor stain.",Very good condition.,-,Little smell of perfume.,AO10213
LOUIS VUITTON GRIOTTE SHOULDER BAG MONOGRAM CHERRY BLOSSOM M92588,/collections/louis-vuitton/products/ao10156,"108,000",TH 0093,"W 6.7 x H 4.3 x D 1.2 ""
Strap Drop. 20.9 - 22.0 ""","Pink, Red, Silver
/ Monogram Cherry Blossom Satin, Embossed Leather",Dust Bag,"Though shoulder strap has losing shape, Very good condition.","Though there is minor scuff, good condition.",-,-,AO10156
LOUIS VUITTON VERNIS PEGASE 45 CARRY HAND BAG AMARANTE M91277,/collections/louis-vuitton/products/ao10019,"228,000",MB 0143,"W 13.4 x H 17.3 x D 7.1 ""
Handle Drop. 1.2 ""
Carry Handle Drop. 22.0 ""","Amarante / Patent Leather, Leather","Name Tag, Dust Bag, Garment Cover, Padlock, Keys*2","Though there is a little feeling of used, good condition.

Plastic part has scuff.",Very good condition.,-,-,AO10019
LOUIS VUITTON CABAS CRUISE HAND TOTE BAG MONOGRAM VINYL M50500,/collections/louis-vuitton/products/ao09909,"168,000",LW 0020,"W 18.5 "" x H 13.4 "" x D 8.3 ""
Handle Drop. 8.7 ""","Brown
/ Monogram Vinyl, Leather","Pouch, Manual","Though there is a little feeling of used, good condition.

Vinyl part has minor scuff.","Though there is a little feeling of used, good condition.

Leather part has stain.",-,-,AO09909
LOUIS VUITTON MONCEAU 2WAY HAND BAG SATCHEL BLACK EPI M52122,/collections/louis-vuitton/products/ao09860,"248,000",SR 4002,"W 10.2 x H 8.7 x D 3.1 ""
Handle Drop. 1.4 ""
Strap Drop. 20.1 - 23.6 ""","Black
/ Epi Leather, Leather","Shoulder Strap, Dust Bag, Box","Though there is minor scuff, Very good condition.",Very good condition.,-,-,AO09860
LOUIS VUITTON MANHATTAN PM HAND BAG MONOGRAM M40026,/collections/louis-vuitton/products/ao09857,"128,000",TH 0096,"W 11.4 x H 8.7 x D 4.3 ""
Handle Drop. 5.5 ""","Brown
/ Monogram Canvas, Leather","Dust Bag, Manual","Though there is a little feeling of used, good condition.",Very good condition.,-,Smell of perfume.,AO09857
LOUIS VUITTON GRAFFITI ALMA PM HAND BAG BEIGE LEATHER M92178,/collections/louis-vuitton/products/ao09856,"108,000",BA 0061,"W 9.8 x H 5.1 x D 3.7 ""
Handle Drop. 3.1 ""","Beige, White
/ Leather",Manual,"Though there is a little feeling of used, good condition.

Metal fittings are discoloration.",Very good condition.,-,-,AO09856
LOUIS VUITTON BOITE A TOUT JEWELRY BOX HAND BAG RED EPI,/collections/louis-vuitton/products/ao09785,"128,000",-,"W 8.7 x H 3.7 x D 5.5 ""
Handle Drop. 1.6 ""","Red
/ Epi Leather, Leather","Dust Bag, Manual","Though there is a little feeling of used, good condition.

Edge of handle has scuff and peeled.",Though there is scuff and minor dirt good condition.,-,-,AO09785
LOUIS VUITTON SAC PLAT HAND TOTE BAG MONOGRAM MIROIR M40268,/collections/louis-vuitton/products/ao09784,"298,000",FO 4019,"W 14.2 x H 15.0 x D 3.1 ""
Handle Drop. 4.3 ""","Gold
/ Patent Leather","Manual, Dust Bag","Though there is scuff and minor dirt, good condition.",Very good condition.,-,-,AO09784
LOUIS VUITTON SAUMUR 30 SHOULDER BAG MONOGRAM PERFORATED M93998,/collections/louis-vuitton/products/ao09775,"198,000",TJ 4181,"W 11.4 x H 9.1 x D 5.5 ""
Strap Drop. 17.3 - 24.8 ""","Brown, Blue
/ Monogram Perforated Canvas, Leather",Dust Bag,Very good condition.,"Though there is minor scuff, Very good condition.",-,-,AO09775
LOUIS VUITTON SPONTINI 2WAY HAND BAG MONOGRAM M47500,/collections/louis-vuitton/products/ao09697,"128,000",AR 0051,"W 7.9 x H 8.1 x D 3.1 ""

Handle Drop. 3.9 ""

Strap Drop. 20.5 ""","Brown
/ Monogram Canvas, Leather","Manual, Shoulder Strap, Dust Bag",Leather part has suntanned and crack.,"There is sign of used overall, minor stain and minor stickiness.",-,-,AO09697
LOUIS VUITTON 2004 THEDA GM HAND BAG MONOGRAM MINI M92392,/collections/louis-vuitton/products/ao09687,"108,000", TH 0034," W 11.4 x H 7.9 x D 3.9 ""  Handle Drop. 5.5 """," Brown, Gold / Monogram Mini Canvas, Leather", -," There is sign of used overall.  Handle leather has suntanned, scuff and dirt.", There is sign of used overall., -, -, AO09687
LOUIS VUITTON SAC A DOS PM BACKPACK BLUE MONOGRAM DENIM M95057,/collections/louis-vuitton/products/ao09532,"428,000",CA 0076,"W 7.5 "" x H 8.3 "" x D 5.1 ""

Strap. 18.9 - 22.4 ""","Blue, Beige / Monogram Denim, Leather",Dust Bag,"Leather part has minor suntanned and dirt.

Strap has minor suntanned, stain and minor crack.","Though there is a little feeling of used, good condition.",-,Strong smell of perfume.,AO09532
LOUIS VUITTON BOITE A TOUT JEWELRY BOX MONOGRAM SP ORDER,/collections/louis-vuitton/products/ao09328,"228,000",AAS42113,"W 8.7 x H 3.7 x D 5.7 ""Handle Drop. 1.2 ""","Brown / Monogram Canvas, Leather","Ring Pillow, Key*2",There is feeling of used.,There is feeling of used.,"Stamped initials ""M.A"" on outside.",Smell of material.,AO09328
LOUIS VUITTON PETIT NOE DRAWSTRING SHOULDER BAG BLACK EPI M44102,/collections/louis-vuitton/products/ao09183,"79,800",AR 0093,"W 9.8 "" x H 10.6 "" x D 7.5 ""
Strap Drop. 9.8 - 13.0 ""","Black
/
Epi Leather, Leather",-,"Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,Smell of mold.,AO09183
LOUIS VUITTON Speedy 35 Hand Bag Red Epi M42997,/collections/louis-vuitton/products/ao09180,"98,000",VI 1904,"W 14.8 "" x H 9.4 "" x D 7.5 ""
Handle Drop. 3.5 ""","Red
/
Epi Leather, Leather",-,"Though corner has scuff and dirt, good condition.","Though there is a little feeling of used and scuff, good condition.",-,-,AO09180
LOUIS VUITTON LOCKIT MM HAND BAG DOTS INFINITY M91423,/collections/louis-vuitton/products/ao09051,"228,000",FL 1172,"W 13.0 x H 11.4 x D 5.9 ""
Handle Drop. 3.1 ""","Red, White
/
Patent Leather","Padlock, Cover of Keys, Keys*2, Handle Holder","Though there is scuff and minor dirt, Very good condition.",Very good condition.,-,Strong smell of perfume.,AO09051
LOUIS VUITTON DEMI LUNE SHOULDER BAG MONOGRAM PERFO M95178,/collections/louis-vuitton/products/ao09050,"148,000",MI 0016,"W 12.2 x H 8.3 x D 1.6 ""
Shoulder Drop. 11.0 - 12.6 ""","Brown, Orange
/
Monogram Perfo Canvas, Leather",Dust Bag,"Though leather part has minor dirt, Very good condition.",Very good condition.,-,-,AO09050
LOUIS VUITTON POCHETTE ACCESSOIRES POUCH HAND BAG RED EPI M52947,/collections/louis-vuitton/products/ao09028,"49,800",AR 0030,"W 9.4 "" x H 5.1 "" x D 1.0 ""
Handle Drop. 4.7 ""","Red
/ Epi Leather, Leather",-,Very good condition.,Very good condition.,-,-,AO09028
LOUIS VUITTON TROTTEUR CROSS BODY SHOULDER BAG MONOGRAM PANDA M51241,/collections/louis-vuitton/products/ao08942,"228,000",AR 0094,"W 8.7 x H 5.1 x D 3.0 ""
Shoulder Drop. 18.1 - 20.9 ""","Brown
/
Monogram Panda Canvas, Leather","Dust Bag, Manual, Box","Though leather part has scuff and minor dirt, Very good condition.",Very good condition.,-,-,AO08942
LOUIS VUITTON BOULOGNE 30 SHOULDER BAG PURSE MONOGRAM M51265,/collections/louis-vuitton/products/ao08937,"89,800",AS 0074,"W 11.8 "" x H 7.3 "" x D 3.7 ""
Strap Drop. 12.6 - 16.5 ""","Brown/ Monogram Canvas, Leather",-,"Leather part has scuff and suntanned.

Strap has suntanned, scuff and minor stain.",Very good condition.,-,-,AO08937
LOUIS VUITTON BATIGNOLLES HORIZONTAL SHOULDER BAG MONOGRAM M51154,/collections/louis-vuitton/products/ao08936,"128,000",DU 1025,"W 14.6 x H 9.8 x D 5.1 ""
Shoulder Drop. 9.4 ""","Brown/ Monogram Canvas, Leather","Manual, Dust Bag","Though leather part has scuff and minor suntanned, Very good condition.",Very good condition.,-,-,AO08936
LOUIS VUITTON Alma Hand Bag Monogram White Multi-Color M40443,/collections/louis-vuitton/products/ao08881,"148,000",RC 1171,"W 12.2 "" x H 9.1 "" x D 6.3 ""
Handle Drop. 3.5 ""","White, etc
/ Monogram Multi-Color Canvas, Leather",Padlock(No Key),"There is feeling of used.
Leather and handle is stain, suntanned and scuff.",There is feeling of used.,-,-,AO08881
