productname,productpage,price,brand,estretailpr,itemnr,category,length,height,width,drop,year,acc_included,description,condition,cond_ext,cond_hw,cond_handle,cond_int,cond_other
Lambskin Quilted Medium Double Flap Black,https://www.fashionphile.com/chanel-lambskin-quilted-medium-double-flap-black-510061,"
                                                    $2,905                                            ",Chanel,"5,800",510061,Handbags,10 ,6.5 ,2.75 ,16.75 ,,authenticity card,"We guarantee this is an authentic CHANEL Lambskin Quilted Medium Double Flap Black or 100% of your money back. This shoulder bag is crafted of luxurious black lambskin leather with iconic diamond-shaped quilting. The bag has a polished gold chain shoulder strap threaded with leather and a 24k gold plated Chanel CC turn-lock. This opens the front flap to reveal an inner flap and a burgundy leather interior with patch pockets. Satisfy your practical needs as well as your demand for style with this lovely classic that is is as sophisticated as it is chic, from Chanel!",Very G,"Corner wear, scuffs , structure wear , faded area(s), edge wea",Scratch(es),Edge wear,"Scuffs , marks, imprints",
Calfskin Quilted Coco Case Trolley Red,https://www.fashionphile.com/chanel-calfskin-quilted-coco-case-trolley-red-510111,"
                                                    $4,885                                            ",Chanel,"7,000",510111,Travel & Luggage,13.75 ,18.75 ,8.25 ,18.25 ,2017,"dust bag, protective cover, lock, 2 key","We guarantee this is an authentic CHANEL Calfskin Quilted Coco Case Trolley Red or 100% of your money back. This stylish suitcase is crafted of red diamond-quilted calfskin leather. The suitcase features top and side reinforced leather handles, rolling wheels, and a brushed light gold telescopic handle. The polished gold wrap-around zippers open to a black mesh interior with zipper and patch pockets. This is an excellent bag for light travel, with the timeless appeal of Chanel!",Excell,"dge wear , indentations",,,Pocket(s) stretched,
Caviar Quilted Backpack Black,https://www.fashionphile.com/chanel-caviar-quilted-backpack-black-509957,"
                                                    $1,970                                            ",Chanel,,509957,Backpacks,9.75 ,8.75 ,3.75 ,14.25 ,,"box, dust bag, authenticity card",We guarantee this is an authentic CHANEL Caviar Quilted Backpack Black or 100% of your money back. This stylish backpack is crafted of luxurious diamond quilted caviar leather in black. The bag features leather shoulder straps. The flap opens by a gold plated CC turnlock to a black leather and fabric interior with a zipper and patch pocket. This backpack is ideal for your daily essentials with the timeless style only from Chanel!,Very G,"Corner wear, creases, structure wear , discoloration, edge wea","Scratch(es) , plating wear , pitt","Edge wear , scuffs , marks","Musty odor, frayed stitch(es)",
Caviar Quilted CC Timeless Soft Tote Black,https://www.fashionphile.com/chanel-caviar-quilted-cc-timeless-soft-tote-black-509978,"
                                                    $1,510                                            ",Chanel,"3,300",509978,Handbags,12.5 ,8.75 ,4.25 ,10.25 ,,authenticity card,"We guarantee this is an authentic CHANEL Caviar Quilted CC Timeless Soft Tote Black or 100% of your money back. This chic tote is beautifully crafted of diamond-quilted caviar leather in black, with a large Chanel CC stitched on the front. The bag features wide patch pockets on the front and back, and leather threaded silver chain-link shoulder straps. The top is open to a spacious black fabric interior with zipper and patch pockets. This is a fabulous for everyday wear, with the timeless quality and style only from Chanel!",Very G,"Corner wear, structure wear , marks, faint scuffs","Protective plastic sticker(s) intact, faint scratch(es)",Edge wear,"Musty odor, marks",
Aged Calfskin Quilted Mad About Quilting Hobo Black,https://www.fashionphile.com/chanel-aged-calfskin-quilted-mad-about-quilting-hobo-black-509756,"
                                                    $1,585                                            ",Chanel,"3,700",509756,Handbags,13.5 ,11 ,5 ,18 ,,"dust bag, authenticity card","We guarantee this is an authentic CHANEL Aged Calfskin Quilted Mad About Quilting Hobo Black or 100% of your money back. The chic shoulder bag features sheepskin leather with both chevron and diamond quilting in black. The bag features a front pocket with a Chanel CC ruthenium closure, black leather shoulder strap, and a ruthenium chain link top handle. The top opens to a partitioned burgundy fabric interior with zipper and patch pockets. An edgy yet classic look, this bag is ideal for daily excursions of all kinds, from Chanel!",Very G,"Corner wear, structure loss",Faint scratch(es),,"Surface wear, marks",
Aged Calfskin Quilted 2.55 Reissue 225 Flap Black,https://www.fashionphile.com/chanel-aged-calfskin-quilted-255-reissue-225-flap-black-508025,"
                                                    $3,845                                            ",Chanel,"5,800",508025,Crossbody,9.5 ,5.75 ,3 ,20.5 ,2011,,"We guarantee this is an authentic CHANEL Aged Calfskin Quilted 2.55 Reissue 225 Flap Black or 100% of your money back. This stylish shoulder bag is beautifully crafted of diamond quilted aged calfskin leather in black. The bag features an aged ruthenium reissue chain shoulder strap and a ruthenium Mademoiselle turn-lock. This opens to reveal an inner flap and a Bordeaux leather interior with flat pockets. This bag radiates sophistication and style, from Chanel!",Very G,"dge wear , faint corner wea",Faint scratch(es),,"Marks, imprints",
Lambskin Quilted Large 19 Flap Black,https://www.fashionphile.com/chanel-lambskin-quilted-large-chanel-19-flap-black-509911,"
                                                    $6,445                                            ",Chanel,,509911,Crossbody,11.75 ,7.5 ,3.5 ,17.25 ,2020,"box, dust bag, authenticity card",We guarantee this is an authentic CHANEL Lambskin Quilted Large Chanel 19 Flap Black or 100% of your money back. This stylish shoulder bag is crafted of diamond quilted leather in black. The refined bag features a Chanel CC turn lock on the flap and a leather threaded aged gold and ruthenium chain link shoulder strap with a shoulder pad. The front flap opens to a red fabric interior with zipper and patch pockets. This bag is ideal for any occasion with a timeless style from Chanel.  ,New,,Protective plastic sticker(s) intact,,,
Caviar Stitched Banane Waist Bag Fanny Pack Black,https://www.fashionphile.com/chanel-caviar-stitched-banane-waist-bag-fanny-pack-black-510860,"
                                                    $2,160                                            ",Chanel,"2,700",510860,Belt Bags,9.5 ,6 ,2.75 ,,2017,"authenticity card, dust bag",We guarantee this is an authentic CHANEL Caviar Stitched Banane Waist Bag Fanny Pack Black or 100% of your money back. This stylish waist bag is finely crafted of diamond stitched grained calfskin leather. The bag features a polished light gold chain link and leather belt strap waist strap with adjustment links and a top zipper pocket with a Chanel CC zipper pull. This opens to dark fabric interior for everyday essentials with the timeless style of Chanel!,Very G,,Faint scratch(es),Sizing marks,Pocket(s) stretched,Hole(s) added
Caviar Lizard Quilted Mini Coco Handle Flap Black,https://www.fashionphile.com/chanel-caviar-lizard-quilted-mini-coco-handle-flap-black-400348,"
                                                    $3,995                                            ",Chanel,,400348,Crossbody,9 ,5.75 ,3.5 ,18 ,2017,"rap, authenticity card","We guarantee this is an authentic CHANEL Caviar Lizard Quilted Mini Coco Handle Flap Black or 100% of your money back. This sleek classic tote is crafted of diamond quilted caviar leather. The shoulder bag features a black lizard leather top handle, a rear patch pocket, a leather threaded aged ruthenium shoulder strap with a shoulder pad and an aged ruthenium CC turn lock closure. This opens the half flap to a partitioned black leather interior with zipper and patch pockets. This bag has room for all of your daily essentials with the timeless quality and style of Chanel!",Excell,Faint corner wea,Faint scratch(es),Frayed stitch(es),"Scuffs , marks",
Crumpled Lambskin Quilted Medium Chain Around Flap Light Khaki,https://www.fashionphile.com/chanel-crumpled-lambskin-quilted-medium-chain-around-flap-light-khaki-510150,"
                                                    $1,660                                            ",Chanel,"3,000",510150,Crossbody,13 ,8.75 ,2 ,24.5 ,,,"We guarantee this is an authentic CHANEL Crumpled Lambskin Quilted Medium Chain Around Flap Light Khaki or 100% of your money back. This chic messenger bag is crafted of luxurious diamond quilted and pleated padded lambskin leather in brown. The bag features a leather threaded polished silver chain link crossbody strap and a silver Chanel CC that opens the front half flap with an inner magnet for quick access. The flap opens to a grey fabric interior with a zipper pocket. This is a multi purpose messenger bag, ideal for just the essentials, with the timeless style only from Chanel!",Very G,"dge wear , marks",Scratch(es),Edge wear,"Surface wear, marks",Employee or sale stamp
Caviar Quilted Medium Double Flap Black,https://www.fashionphile.com/chanel-caviar-quilted-medium-double-flap-black-509853,"
                                                    $4,675                                            ",Chanel,"5,800",509853,Handbags,10 ,5.75 ,2.5 ,16 ,2010,"box, dust bag","We guarantee this is an authentic CHANEL Caviar Quilted Medium Double Flap Black or 100% of your money back. This shoulder bag is crafted of luxurious black caviar leather with iconic diamond-shaped quilting. The bag has a gold chain-link shoulder strap threaded with black leather and a gold Chanel CC turn lock. This opens to reveal an inner flap and a black leather interior with patch pockets. Satisfy your practical needs as well as your demand for style with this lovely shoulder bag, from Chanel!",Very G,"Structure wear , edge wear , faint corner wea",Scratch(es),Edge wear,"Scuffs , marks",
