productname,productpage,price,brand,estretailpr,itemnr,category,length,height,width,drop,year,acc_included,description,condition,cond_ext,cond_hw,cond_handle,cond_int,cond_other
Microguccissima Medium Joy Boston Orange,https://www.fashionphile.com/gucci-microguccissima-medium-joy-boston-orange-515543,"
                                                    $965                                            ",Gucci,,515543,Handbags,12.75 ,8.5 ,6.75 ,17.75 ,,rap,"We guarantee this is an authentic GUCCI Microguccissima Medium Joy Boston Orange or 100% of your money back. This chic Boston bag is finely crafted of deep orange microguccissima leather. The shoulder bag features rolled leather top handles, a optional adjustable leather shoulder strap, polished brass hardware and calfskin trim. The top zipper opens to a beige linen interior with zipper and patch pockets. This is an excellent tote that is ideal for day with the stylish sophistication of Gucci! ",Excell,"Marks, faint corner wea",Faint scratch(es),"Sizing marks , tear",,Employee or sale stamp
GG Supreme Monogram Top Handle Bag Brown,https://www.fashionphile.com/gucci-gg-supreme-monogram-top-handle-bag-brown-474529,"
                                                    $995                                            ",Gucci,,474529,Handbags,13 ,9.25 ,2 ,19.75 ,,"dust bag, strap","We guarantee this is an authentic GUCCI GG Supreme Monogram Top Handle Bag Brown or 100% of your money back. This chic, one of a kind shoulder bag is crafted of traditional Gucci GG monogram supreme canvas in brown. This bag features brown rolled leather top handles, an optional adjustable leather shoulder strap, and a magnetic closure. The bag opens to a partitioned brown suede interior with central zipper compartment, zipper and patch pockets. This is a distinct shoulder bag, that features a twist of edge to the classic sophisticated style from Gucci!",Excell,Scuffs,Faint scratch(es),"Creases, sizing marks",,
Calfskin Matelasse Medium GG Marmont Top Handle Bag White,https://www.fashionphile.com/gucci-calfskin-matelasse-medium-gg-marmont-top-handle-bag-white-484563,"
                                                    $1,970                                            ",Gucci,,484563,Handbags,12.75 ,8.5 ,4.25 ,17.75 ,,rap,"We guarantee this is an authentic GUCCI Calfskin Matelasse Medium GG Marmont Top Handle Bag White or 100% of your money back. This shoulder bag is crafted of chevron quilted smooth white calfskin leather. This bag features a beige leather top handle, an optional chain strap with a white leather shoulder pad, and an aged gold GG logo on the front. The top opens to a camel suede interior with a zippered patch pocket. This compact, yet spacious shoulder bag is perfect for anytime of the day, whether it be for casual or formal wear, from Gucci!",Excell,"Structure wear , faint corner wea",Faint scratch(es),Edge wear,"Perfume or cologne odor, marks",
Pebbled Calfskin Medium Interlocking Icon Shoulder Bag Black,https://www.fashionphile.com/gucci-pebbled-calfskin-medium-interlocking-icon-shoulder-bag-black-490431,"
                                                    $550                                            ",Gucci,"1,275",490431,Handbags,"
Measurements
Diameter: 19.5 ",15.5 ,1.5 ,10 ,,,We guarantee this is an authentic GUCCI Pebbled Calfskin Medium Interlocking Icon Shoulder Bag Black or 100% of your money back. This stylish bag is crafted of finely textured black leather. The bag features a drawstring closure. This opens to a black fabric interior for everyday essentials with the sophisticated style of Gucci! ,Excell,"Scuffs , frayed, marks, faint corner wea",Scratch(es),"Sizing marks , structure wear",Residue marks,
Metallic Pebbled Calfskin Medium Soho Chain Shoulder Bag Golden Beige,https://www.fashionphile.com/gucci-metallic-pebbled-calfskin-medium-soho-chain-shoulder-bag-golden-beige-509489,"
                                                    $1,095                                            ",Gucci,"1,980",509489,Handbags,14.75 ,10.25 ,5.75 ,8.75 ,,"dust bag, tassel","We guarantee this is an authentic GUCCI Metallic Pebbled Calfskin Medium Soho Chain Shoulder Bag Golden Beige or 100% of your money back. This stylish tote is crafted of richly textured metallic golden beige leather. The bag features gold chain-link shoulder straps with a removable tassel and a prominent facing GG logo on the front. The top is open to a coarse linen fabric interior with zipper and patch pockets, and space for your daytime and evening necessities, with the sophisticated style only from Gucci!",Very G,"Corner wear, edge wear , cracks, marks","Scratch(es) , plating","Edge wear , cracks",,
Nappa Bamboo Small Nymphaea Top Handle Black,https://www.fashionphile.com/gucci-nappa-bamboo-small-nymphaea-top-handle-black-509063,"
                                                    $675                                            ",Gucci,"2,100",509063,Handbags,10.75 ,8.75 ,5.25 ,19.75 ,,"dust bag, strap","We guarantee this is an authentic GUCCI Nappa Bamboo Small Nymphaea Top Handle Black or 100% of your money back. This stylish shoulder bag is crafted of smooth lambskin leather in black. The bag features sturdy bamboo top handles, and an optional, adjustable leather shoulder strap. The top is open to a beige microfiber interior with zipper and patch pockets. This unique bag is ideal for day or evening wear, with the sophisticated style from Gucci!",Very G,Scuffs,,Creases,"Musty odor, marks",
Calfskin Matelasse GG Marmont Belt Bag 85 34 Hibiscus Red,https://www.fashionphile.com/gucci-calfskin-matelasse-gg-marmont-belt-bag-85-34-hibiscus-red-488156,"
                                                    $750                                            ",Gucci,"1,100",488156,Belt Bags,7.25 ,4.25 ,1.75 ,,,dust bag,"We guarantee this is an authentic GUCCI Calfskin Matelasse GG Marmont Belt Bag 85 34 Hibiscus Red or 100% of your money back. This chic belt bag is crafted of smooth and supple red calfskin leather. The bag features a matching red leather belt strap with aged gold hardware including an interlocking GG at the front of the bag. The top zippered compartment opens to a light beige microfiber interior with a patch pocket. This compact, yet spacious belt bag is perfect for everyday, with classic style from Gucci!",Very G,"Corner wear, bowed base, faint scuffs",Tarnish,"Scuffs , sizing marks",Marks,
Suede GG Marmont Pearly Clutch Black,https://www.fashionphile.com/gucci-suede-gg-marmont-pearly-clutch-black-495727,"
                                                    $795                                            ",Gucci,"1,490",495727,Clutch & Evening,10 ,5.25 ,1 ,,,dust bag,"We guarantee this is an authentic GUCCI Suede GG Marmont Pearly Clutch Black or 100% of your money back. This stylish clutch is crafted of smooth black calfskin. The clutch features a front flap with an aged gold interlocking GG Gucci logo lined in faux pearls. The flap opens to a beige leather compact interior with a patch pocket. This is a fabulous clutch, with the sophisticated style of Gucci!",Excell,"Marks, imprints",Scratch(es),,"Scuffs , marks",
Velvet Crystal Square G Shoulder Bag Black,https://www.fashionphile.com/gucci-velvet-crystal-square-g-shoulder-bag-black-479794,"
                                                    $920                                            ",Gucci,"1,590",479794,Shoulder Bags,8 ,4.75 ,2.25 ,22.75 ,,dust bag,"We guarantee this is an authentic GUCCI Velvet Crystal Square G Shoulder Bag Black or 100% of your money back. This stylish bag is crafted of black velvet. This shoulder bag features a gold and black rope shoulder strap and a crystal G closure. The flap opens to reveal a spacious blue satin fabric interior. This is a sleek one of a kind shoulder bag, with the sophistication and style from Gucci!  ",Excell,Faint scuffs,Faint scratch(es),,,
Velvet Crystal Square G Shoulder Bag Cobalt Blue,https://www.fashionphile.com/gucci-velvet-crystal-square-g-shoulder-bag-cobalt-blue-463347,"
                                                    $1,105                                            ",Gucci,"1,590",463347,Clutch & Evening,8 ,5 ,2 ,23.25 ,,"2 dust bags, strap, retail tags attached","We guarantee this is an authentic GUCCI Velvet Crystal Square G Shoulder Bag Cobalt Blue or 100% of your money back. This stylish bag is crafted soft blue velvet. This shoulder bag features a gold-tone with black rope shoulder strap and a crystal-encrusted G closure. The flap opens to reveal a spacious pink satin fabric interior. This is a sleek one of a kind shoulder bag, with the sophistication and style from Gucci! ",Excell,"Imprints, faint corner wea",Faint scratch(es),,"Scuffs , pilling",Scratches at crystal
Calfskin Matelasse Mini GG Marmont Round Shoulder Bag White,https://www.fashionphile.com/gucci-calfskin-matelasse-mini-gg-marmont-round-shoulder-bag-white-510121,"
                                                    $1,090                                            ",Gucci,"1,290",510121,Crossbody,7.25 ,7.25 ,2.5 ,22 ,,dust bag,"We guarantee this is an authentic GUCCI Calfskin Matelasse Mini GG Marmont Round Shoulder Bag White or 100% of your money back. This shoulder bag is crafted of white matelasse chevron stitched leather. This round bag features an aged gold GG logo on the front, a stitched heart on the back, and a brass chain shoulder strap with a leather shoulder pad. The top zipper opens to a beige microfiber interior. This compact, yet spacious shoulder bag is perfect for any time of the day, for casual or formal wear, from Gucci!",Excell,,Faint scratch(es),,,
Calfskin Horsebit Embossed Medium Abbey Tote Dark Brown,https://www.fashionphile.com/gucci-calfskin-horsebit-embossed-medium-abbey-tote-dark-brown-484746,"
                                                    $350                                            ",Gucci,,484746,Handbags,"
Measurements
Width: 3.75 ",9.75 ,3.75 ,8 ,,dust bag,"We guarantee this is an authentic GUCCI Calfskin Horsebit Embossed Medium Abbey Tote Dark Brown or 100% of your money back. This stylish tote is a crafted of brown leather with embossed horsebit designs. The bag features dark brown leather strap handles and trim, and silver hardware. The top is open to a spacious brown fabric interior with a zippered pocket. This is an ideal everyday tote, from Gucci!",Very G,"Faint corner wear, faint scuffs",Faint scratch(es),,,
