productname,productpage,price,brand,estretailpr,itemnr,category,length,height,width,drop,year,acc_included,description,condition,cond_ext,cond_hw,cond_handle,cond_int,cond_other
Epsom Kelly Sellier 28 Rose Jaipur,https://www.fashionphile.com/hermes-epsom-kelly-sellier-28-rose-jaipur-494209,"
                                                    $14,950                                            ",Hermes,,494209,Handbags,11.25 ,8 ,4.5 ,17 ,2016,"rap, clochette, lock, 2 key","We guarantee this is an authentic HERMES Epsom Kelly Sellier 28 Rose Jaipur or 100% of your money back. This stunning Hermes classic handbag is beautifully crafted in stamped epsom calfskin leather in orange. A single rolled leather top handle is secured with silver hardware and a removable leather shoulder strap is included. The traditional Kelly turn-lock secures the small flap with a padlock. A hanging leather key clochette accessorizes this handbag. The interior features two flat pocket as well as a zipped pocket, both in chevre goatskin leather. Timeless and sophisticated, this Kelly is a wonderful complement to any Hermes collection!",Excell,Faint corner wea,Scratch(es),,,
Epsom Constance 18 Bougainvillea,https://www.fashionphile.com/hermes-epsom-constance-18-bougainvillea-495424,"
                                                    $8,950                                            ",Hermes,,495424,Crossbody,7.25 ,6 ,2 ,10 ,,"dust bag, box","We guarantee this is an authentic HERMES Epsom Constance 18 Bougainvillea or 100% of your money back. This is a chic small bag that is finely crafted of stamped epsom calfskin leather in red. The bag features a leather crossbody shoulder strap, expandable sides, a frontal flap and a palladium gold Hermes H logo. The flap opens to a compact partitioned leather interior. This is a superb day or evening bag with the sophistication, only from Hermes! ",Excell,"dge wear , marks, faint scuffs",Scratch(es),Edge wear,"Scuffs , marks",
Taurillon Clemence Evelyne III PM Rose Jaipur,https://www.fashionphile.com/hermes-taurillon-clemence-evelyne-iii-pm-rose-jaipur-491462,"
                                                    $2,155                                            ",Hermes,"3,375",491462,Crossbody,11 ,10.25 ,3.5 ,19.5 ,2018,,"We guarantee this is an authentic HERMES Taurillon Clemence Evelyne III PM Rose Jaipur or 100% of your money back. This stylish messenger bag is crafted of a beautiful shade of bright coral pink Taurillon Clemence calfskin leather and features an adjustable matching nylon shoulder strap. This bag is detailed with palladium silver hardware, a rear pocket and a perforated Hermes H oval on the face of the bag. The top of the bag opens with a cross over strap to a suede interior. This is a stylish messenger bag, ideal for everyday essentials, from Hermes!",Excell,dge wea,Tarnish,Pilling,Marks,
Togo Kelly Retourne 28 Rose Pourpre,https://www.fashionphile.com/hermes-togo-kelly-retourne-28-rose-pourpre-496267,"
                                                    $12,500                                            ",Hermes,,496267,Handbags,10.75 ,9 ,4.75 ,17.75 ,2018,"dust bag, lock, 2 keys, clochette, rain coat, strap","We guarantee this is an authentic HERMES Togo Kelly Retourne 28 Rose Pourpre or 100% of your money back. This stylish Kelly handbag classic is crafted of beautifully textured calfskin leather in dark pink. The shoulder bag features a leather clasp top handle, a cross over flap with a strap closure, a signature palladium Kelly turn lock, a padlock and a hanging clochette with keys. The bag opens to a dark pink chevre goatskin leather interior with zipper and patch pockets with room for essentials for every occasion with the classical sophistication of Hermes!",Excell,"dge wear , faint corner wea",Faint scratch(es),,,
Shiny Alligator Kelly Sellier 25 Rose Scheherazade,https://www.fashionphile.com/hermes-shiny-alligator-kelly-sellier-25-rose-scheherazade-492972,"
                                                    $49,950                                            ",Hermes,,492972,Crossbody,9.75 ,7.5 ,3.75 ,17.75 ,2019,"dust bag, strap (clochette, lock, and key not included)",We guarantee this is an authentic HERMES Shiny Alligator Kelly Sellier 25 Rose Scheherazade or 100% of your money back. This stunning Hermes classic handbag is beautifully crafted in alligator skin leather in fuchsia. A single rolled leather top handle is secured with polished gold plated hardware and an optional leather shoulder strap is included. The traditional Kelly turn-lock secures the flap. The interior features a matching chévre goatskin leather with zipper and patch pockets. This timeless and sophisticate Kelly is a wonderful complement to any Hermes collection!,Excell,"Creases, marks, faint corner wear, faint scuffs","Protective plastic sticker(s) intact, faint scratch(es)",Creases,"Creases, scuffs","Missing key clochette, missing lock and/or key(s)"
Togo Birkin 35 Rose Lipstick,https://www.fashionphile.com/hermes-togo-birkin-35-rose-lipstick-497384,"
                                                    $11,500                                            ",Hermes,,497384,Handbags,14 ,11 ,7.5 ,4 ,2012,"dust bag, clochette, lock, 2 key","We guarantee this is an authentic HERMES Togo Birkin 35 Rose Lipstick or 100% of your money back. This classic Birkin handbag is crafted of luxurious Togo calfskin leather in pink. The bag features rolled leather top handles, a cross over flap and strap, palladium silver hardware including a turn lock, zipper, feet, and a padlock with a clochette and keys. The bag opens to a leather interior with zipper and patch pockets. This is a chic bag with room for your essentials for every occasion with the classical sophistication only from Hermes!",Very G,"Structure wear , color transf","Scratch(es) , protective plastic sticker(s) intact",Marks,Scuffs,
Taurillon Clemence Picotin Lock 26 GM Bamboo,https://www.fashionphile.com/hermes-taurillon-clemence-picotin-lock-26-gm-bamboo-480187,"
                                                    $2,075                                            ",Hermes,"3,100",480187,Handbags,10.25 ,10.25 ,8.25 ,,2014,"lock, 2 key","We guarantee this is an authentic HERMES Taurillon Clemence Picotin Lock 26 GM Bamboo or 100% of your money back. This stunning tote is crafted of luxuriously soft clemence calfskin leather in green. The handbag features a unique one-piece reinforced design with leather top handles with a clip and that is can be secured by a padlock at the other end. The top strap opens to a spacious green suede leather interior. This is an excellent tote for everyday wear, both practical and chic, from Hermes! ",Very G,"Wear at resin glazing, faint corner wear, faint scuffs",Scratch(es),Wear at resin glazing,,
Taurillon Clemence Mini Lindy 20 Black,https://www.fashionphile.com/hermes-taurillon-clemence-mini-lindy-20-black-491376,"
                                                    $13,500                                            ",Hermes,,491376,Crossbody,7 ,5 ,3.5 ,21.5 ,2019,"box, dust bag","We guarantee this is an authentic HERMES Taurillon Clemence Mini Lindy 20 Black or 100% of your money back. This chic tote is crafted of luxurious taurillon clemence calfskin leather in black.  This stylish bag features frontward facing rolled leather top handles on either side, a leather crossbody strap, a cross-over top flap and a gold plated turn-lock closure. This opens to a smooth leather interior with patch pockets and room for day time necessities, with the classic sophistication only from Hermes!",New,,Protective plastic sticker(s) intact,,,
Togo Kelly Retourne 40 Etain,https://www.fashionphile.com/hermes-togo-kelly-retourne-40-etain-475008,"
                                                    $7,470                                            ",Hermes,,475008,Handbags,15.5 ,11.25 ,5.5 ,3.25 ,2012,"dust bag, clochette, lock & 2 keys, strap","We guarantee this is an authentic HERMES Togo Kelly Retourne 40 Etain or 100% of your money back. This iconic and classic tote is crafted of beautifully textured togo calfskin leather. The handbag features a sturdy rolled leather top handle with palladium silver links, an optional shoulder strap with silver plated clasps, and a cross over flap. This opens to a spacious and durable matte goatskin leather interior with zippered and flat pockets. This stylish bag is is suitable for your needs for every occasion with the classical sophistication only from Hermes!",Very G,"Corner wear, edge wea",Scratch(es),"Wear at resin glazing, cracks","Scuffs , imprints",
Taurillon Clemence Intercity Victoria Travel Cosmetic Case Havane,https://www.fashionphile.com/hermes-taurillon-clemence-intercity-victoria-travel-cosmetic-case-havane-432061,"
                                                    $720                                            ",Hermes,,432061,Handbags,11 ,9.75 ,8.75 ,9.5 ,,4 inser,"We guarantee this is an authentic HERMES Taurillon Clemence Intercity Victoria Travel Cosmetic Case Havane or 100% of your money back. This ultra-chic cosmetics case is crafted of luxurious calfskin leather in dark brown. The bag features a sturdy leather top handle grip and a full double wrap around zipper. This opens to a nylon interior and snap-in inserts for cosmetics. This is an excellent case, both practical and very chic, from Hermes! ",Very G,"Scuffs , structure wea","Scratch(es) , tarnished, plating","Wear at resin glazing, sizing marks","Residue marks , tear in seam",
Epsom Constance Elan 25 Rose Jaipur,https://www.fashionphile.com/hermes-epsom-constance-elan-25-rose-jaipur-494095,"
                                                    $8,950                                            ",Hermes,,494095,Crossbody,9.75 ,5.75 ,1.75 ,12.25 ,2012,"box, dust bag","We guarantee this is an authentic HERMES Epsom Constance Elan 25 Rose Jaipur or 100% of your money back. This stylish shoulder bag is finely crafted of red epsom calfskin leather. The bag features extra long double loop shoulder straps with a palladium silver Hermes buckle at the frontal flap. This flap opens to a compact partitioned leather interior with flat pockets. This is a bold yet sophisticated shoulder bag for day or evening, only from Hermes! ",Excell,,Faint scratch(es),,,
Evercolor Kelly Retourne 28 Gris Perle,https://www.fashionphile.com/hermes-evercolor-kelly-retourne-28-gris-perle-493034,"
                                                    $15,950                                            ",Hermes,,493034,Handbags,11 ,8.25 ,4.25 ,17.25 ,,"box, dust bag, strap, rain coat, lock & 2 keys, cloc","We guarantee this is an authentic HERMES Evercolor Kelly Retourne 28 Gris Perle or 100% of your money back. This beautifully stylish handbag is crafted of matte leather in a light gray. The bag features a sturdy top handle as well as an optional leather shoulder strap both with polished palladium hardware and a cross over flap with a signature Kelly silver turn lock and padlock with a clochette for the keys. This is an excellent tote, ideal for most occasions, with a look of sophistication from Hermes! ",New,,Protective plastic sticker(s) intact,,,
